State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Total minutes,Total calls,Total charge,Bin_Total day minutes,Bin_Total day calls,Bin_Total day charge,Bin_Total eve minutes,Bin_Total eve calls,Bin_Total eve charge,Bin_Total night minutes,Bin_Total night calls,Bin_Total night charge,Bin_Total intl minutes,Bin_Total intl charge,Bin_Total minutes,Bin_Total calls,Bin_Total charge,Bin_Account length
VA,68,408,1,0,0,148.5,126,25.25,219.4,125,18.65,198.5,121,8.93,14.5,7,3.92,1,1,580.9,379,56.75,5,8,5,7,8,7,5,7,5,8,8,5,9,5,3
NE,123,510,0,0,0,194.0,118,32.98,242.0,114,20.57,146.3,108,6.58,12.1,4,3.27,1,0,594.4,344,63.4,6,8,6,7,7,7,4,6,4,7,7,6,7,6,6
WA,75,510,0,1,41,130.9,115,22.25,203.4,110,17.29,171.7,68,7.73,12.4,4,3.35,1,0,518.4,297,50.62,4,7,4,6,7,6,4,3,4,7,7,4,5,4,4
NM,153,408,0,0,0,185.3,127,31.5,208.0,73,17.68,206.1,124,9.27,15.1,3,4.08,1,0,614.5,327,62.53,6,8,6,6,5,6,5,7,5,8,8,6,7,6,7
FL,143,415,0,0,0,119.1,117,20.25,287.7,136,24.45,223.0,100,10.04,12.2,4,3.29,0,0,642.0,357,58.03,4,8,4,8,8,8,6,5,6,7,7,6,8,5,6
SC,87,408,0,0,0,322.5,106,54.83,204.6,93,17.39,186.2,128,8.38,9.4,4,2.54,2,1,722.6999999999999,331,83.14,10,7,10,6,6,6,5,7,5,5,5,8,7,9,4
IN,100,510,0,0,0,216.2,107,36.75,215.6,84,18.33,138.4,127,6.23,10.2,3,2.75,0,0,580.4,321,64.06,7,7,7,6,5,6,4,7,4,6,6,5,6,6,5
FL,144,415,0,1,51,283.9,98,48.26,192.0,109,16.32,196.3,85,8.83,10.0,4,2.7,1,0,682.2,296,76.11,9,6,9,6,7,6,5,4,5,5,5,7,5,8,6
ND,70,415,0,1,31,125.9,101,21.4,196.4,102,16.69,252.7,75,11.37,10.3,4,2.78,1,0,585.3,282,52.24,4,7,4,6,6,6,7,3,7,6,6,6,5,5,3
MA,136,408,1,0,0,199.6,89,33.93,211.4,96,17.97,72.4,84,3.26,11.0,4,2.97,3,1,494.4,273,58.129999999999995,6,6,6,6,6,6,2,4,2,6,6,4,4,5,6
MO,120,415,0,1,24,212.7,73,36.16,257.5,103,21.89,227.8,119,10.25,9.7,13,2.62,2,0,707.7,308,70.92,7,5,7,8,7,8,6,7,6,5,5,8,6,7,5
WY,104,408,0,0,0,183.6,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,1,0,532.1,345,54.58,6,9,6,4,6,4,6,6,6,7,7,5,7,5,5
CA,75,510,0,1,38,163.6,132,27.81,146.7,113,12.47,345.8,115,15.56,13.1,3,3.54,3,0,669.1999999999999,363,59.38,5,8,5,5,7,5,9,6,9,7,7,7,8,5,4
NE,127,510,1,0,0,180.9,114,30.75,209.5,118,17.81,249.9,105,11.25,7.4,4,2.0,2,0,647.6999999999999,341,61.81,6,7,6,6,7,6,7,6,7,4,4,7,7,6,6
ID,122,510,0,1,33,270.8,96,46.04,220.4,110,18.73,169.9,104,7.65,11.8,8,3.19,4,0,672.9,318,75.61,8,6,8,7,7,7,4,5,4,6,6,7,6,8,5
VT,124,415,0,0,0,178.4,72,30.33,233.6,134,19.86,179.4,91,8.07,12.0,2,3.24,0,0,603.4,299,61.5,6,5,6,7,8,7,5,5,5,6,6,6,5,6,6
MO,167,415,1,0,0,244.8,91,41.62,60.8,105,5.17,176.7,110,7.95,10.7,3,2.89,2,0,493.0,309,57.63,7,6,7,2,7,2,5,6,5,6,6,4,6,5,7
VA,89,415,0,1,32,209.9,113,35.68,249.8,104,21.23,224.2,92,10.09,8.7,7,2.35,1,0,692.6000000000001,316,69.35,6,7,6,7,7,7,6,5,6,5,5,7,6,7,4
VT,73,408,0,0,0,213.0,95,36.21,188.8,104,16.05,136.2,89,6.13,13.5,3,3.65,0,0,551.5,291,62.040000000000006,7,6,7,6,7,6,4,4,4,7,7,5,5,6,3
MS,1,415,0,0,0,144.8,107,24.62,112.5,66,9.56,218.7,79,9.84,13.8,3,3.73,1,0,489.8,255,47.74999999999999,5,7,5,4,4,4,6,4,6,7,7,4,3,4,1
KY,60,408,0,0,0,135.4,134,23.02,205.9,85,17.5,204.0,103,9.18,7.9,4,2.13,1,0,553.1999999999999,326,51.83,4,9,4,6,5,6,5,5,5,4,4,5,6,4,3
WV,77,510,0,0,0,67.7,68,11.51,195.7,86,16.63,236.5,137,10.64,12.0,2,3.24,1,0,511.9,293,42.02,2,5,2,6,6,6,6,8,6,6,6,4,5,3,4
DC,76,415,0,0,0,224.4,121,38.15,147.9,97,12.57,183.8,74,8.27,6.7,2,1.81,2,0,562.8000000000001,294,60.8,7,8,7,5,6,5,5,3,5,4,4,5,5,6,4
IA,63,510,0,0,0,153.5,81,26.1,287.3,115,24.42,230.2,85,10.36,6.5,5,1.76,2,0,677.5,286,62.64,5,5,5,8,7,8,6,4,6,4,4,7,5,6,3
MN,150,415,0,1,28,174.4,75,29.65,169.9,80,14.44,201.6,130,9.07,11.0,4,2.97,1,0,556.9,289,56.129999999999995,5,5,5,5,5,5,5,7,5,6,6,5,5,5,7
VT,101,415,0,0,0,153.8,89,26.15,234.0,89,19.89,196.3,77,8.83,11.6,2,3.13,4,0,595.7,257,58.0,5,6,5,7,6,7,5,4,5,6,6,6,3,5,5
AK,132,415,0,1,39,175.7,93,29.87,187.2,94,15.91,225.5,118,10.15,8.6,3,2.32,2,0,597.0,308,58.25,6,6,6,6,6,6,6,6,6,5,5,6,6,5,6
CA,158,510,0,0,0,155.9,123,26.5,224.2,112,19.06,221.0,116,9.95,8.6,8,2.32,2,0,609.7,359,57.830000000000005,5,8,5,7,7,7,6,6,6,5,5,6,8,5,7
MS,114,415,0,1,34,154.4,109,26.25,221.4,142,18.82,208.5,103,9.38,10.3,5,2.78,0,0,594.5999999999999,359,57.230000000000004,5,7,5,7,9,7,5,5,5,6,6,6,8,5,5
AR,77,415,0,1,23,209.7,73,35.65,183.6,63,15.61,205.5,111,9.25,7.1,3,1.92,2,0,605.9,250,62.43,6,5,6,6,4,6,5,6,5,4,4,6,3,6,4
NJ,107,415,0,0,0,212.1,95,36.06,150.1,88,12.76,219.8,111,9.89,7.7,2,2.08,3,0,589.7,296,60.79,7,6,7,5,6,5,6,6,6,4,4,6,5,6,5
NJ,48,510,0,1,22,152.0,63,25.84,258.8,131,22.0,263.2,109,11.84,15.7,5,4.24,2,1,689.7,308,63.92000000000001,5,4,5,8,8,8,7,6,7,8,8,7,6,6,2
TN,59,415,0,0,0,160.9,95,27.35,251.2,65,21.35,273.4,97,12.3,5.0,5,1.35,3,0,690.5,262,62.35,5,6,5,7,4,7,7,5,7,3,3,7,4,6,3
DE,129,510,0,0,0,334.3,118,56.83,192.1,104,16.33,191.0,83,8.59,10.4,6,2.81,0,1,727.8,311,84.56,10,8,10,6,7,6,5,4,5,6,6,8,6,9,6
TX,50,510,0,0,0,188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3,0,556.2,330,59.4,6,6,6,6,7,6,4,7,4,6,6,5,7,5,3
MI,50,415,0,1,35,192.6,97,32.74,135.2,101,11.49,216.2,101,9.73,7.9,2,2.13,2,0,551.9,301,56.09000000000001,6,6,6,4,6,4,6,5,6,4,4,5,5,5,3
MS,116,415,0,0,0,217.3,91,36.94,216.1,95,18.37,148.1,76,6.66,11.3,3,3.05,2,0,592.8,265,65.02,7,6,7,6,6,6,4,4,4,6,6,6,4,6,5
OK,52,510,0,1,38,169.3,88,28.78,225.9,97,19.2,172.0,86,7.74,8.2,3,2.21,0,0,575.4000000000001,274,57.93000000000001,5,6,5,7,6,7,5,4,5,5,5,5,4,5,3
ND,12,510,1,0,0,216.7,117,36.84,116.5,126,9.9,220.0,110,9.9,9.8,4,2.65,2,0,563.0,357,59.29,7,8,7,4,8,4,6,6,6,5,5,5,8,5,1
ND,105,510,0,0,0,246.4,83,41.89,256.2,101,21.78,169.0,151,7.61,3.8,4,1.03,0,0,675.4,339,72.31,8,6,8,8,6,8,4,9,4,2,2,7,7,7,5
NY,104,415,0,0,0,156.2,93,26.55,193.0,54,16.41,222.7,94,10.02,13.1,5,3.54,1,0,585.0,246,56.52,5,6,5,6,4,6,6,5,6,7,7,6,3,5,5
WV,13,415,0,0,0,146.4,74,24.89,148.5,92,12.62,216.7,96,9.75,11.3,3,3.05,1,0,522.9,265,50.309999999999995,5,5,5,5,6,5,6,5,6,6,6,4,4,4,1
WV,67,408,0,0,0,167.8,91,28.53,167.7,69,14.25,110.3,71,4.96,8.4,12,2.27,1,0,454.2,243,50.010000000000005,5,6,5,5,5,5,3,3,3,5,5,3,3,4,3
DC,148,415,0,1,11,252.9,129,42.99,284.3,88,24.17,262.8,99,11.83,12.3,1,3.32,1,0,812.3,317,82.30999999999999,8,8,8,8,6,8,7,5,7,7,7,9,6,9,7
MN,116,510,0,0,0,201.8,82,34.31,231.5,95,19.68,226.1,130,10.17,16.5,5,4.46,0,0,675.9,312,68.61999999999999,6,5,6,7,6,7,6,7,6,9,9,7,6,7,5
DE,131,408,0,0,0,94.4,80,16.05,215.1,101,18.28,179.7,108,8.09,13.1,9,3.54,2,0,502.3,298,45.96,3,5,3,6,6,6,5,6,5,7,7,4,5,4,6
VT,119,510,0,0,0,190.4,74,32.37,215.6,113,18.33,161.2,111,7.25,10.0,1,2.7,2,0,577.2,299,60.65,6,5,6,6,7,6,4,6,4,5,5,5,5,6,5
NY,94,510,1,0,0,243.2,109,41.34,147.0,88,12.5,94.9,99,4.27,7.2,4,1.94,4,0,492.3,300,60.05,7,7,7,5,6,5,2,5,2,4,4,4,5,6,4
TX,217,408,0,0,0,176.4,115,29.99,158.8,128,13.5,306.6,107,13.8,9.3,3,2.51,4,0,651.1,353,59.79999999999999,6,7,6,5,8,5,8,6,8,5,5,7,8,6,9
OR,161,415,0,0,0,178.1,109,30.28,146.5,86,12.45,137.6,78,6.19,8.5,2,2.3,1,0,470.70000000000005,275,51.22,6,7,6,5,6,5,4,4,4,5,5,4,4,4,7
KS,67,408,0,0,0,201.4,101,34.24,97.6,122,8.3,202.5,119,9.11,7.0,3,1.89,0,0,508.5,345,53.540000000000006,6,7,6,3,8,3,5,7,5,4,4,4,7,5,3
ND,132,415,0,1,31,174.5,101,29.67,245.6,105,20.88,172.8,76,7.78,10.3,9,2.78,1,0,603.2,291,61.11,5,7,5,7,7,7,5,4,5,6,6,6,5,6,6
PA,134,408,0,0,0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5.0,9,1.35,1,0,629.9,393,64.75,6,8,6,7,10,7,5,6,5,3,3,6,9,6,6
NY,44,510,0,0,0,143.2,77,24.34,169.8,114,14.43,215.8,77,9.71,7.6,4,2.05,1,0,536.4,272,50.529999999999994,5,5,5,5,7,5,6,4,6,4,4,5,4,4,2
WY,53,415,0,1,27,25.9,119,4.4,206.5,96,17.55,228.1,64,10.26,6.5,7,1.76,1,0,467.0,286,33.97,1,8,1,6,6,6,6,3,6,4,4,4,5,2,3
NY,108,415,0,0,0,154.2,123,26.21,112.3,86,9.55,246.4,75,11.09,15.4,4,4.16,4,1,528.3,288,51.010000000000005,5,8,5,4,6,4,7,3,7,8,8,5,5,4,5
ME,80,408,0,0,0,322.3,113,54.79,222.0,95,18.87,162.8,123,7.33,6.7,8,1.81,0,1,713.8,339,82.8,10,7,10,7,6,7,4,7,4,4,4,8,7,9,4
SD,88,415,0,0,0,215.6,115,36.65,216.2,85,18.38,171.3,65,7.71,11.8,1,3.19,3,0,614.8999999999999,266,65.93,7,7,7,6,5,6,4,3,4,6,6,6,4,6,4
UT,82,510,1,0,0,208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,3,0,610.0,280,64.89,6,7,6,6,6,6,5,4,5,7,7,6,4,6,4
AK,115,415,0,0,0,245.2,105,41.68,159.0,109,13.52,229.9,74,10.35,7.2,8,1.94,0,0,641.3000000000001,296,67.49,7,7,7,5,7,5,6,3,6,4,4,6,5,7,5
RI,93,415,0,0,0,98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83,1,0,610.4000000000001,325,52.95,3,5,3,7,8,7,7,6,7,8,8,6,6,5,4
AL,72,415,0,0,0,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,0,600.5,302,64.18,7,6,7,6,7,6,5,5,5,6,6,6,5,6,3
DE,98,415,0,1,29,179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,3,0,546.2,269,57.51,6,6,6,6,6,6,4,4,4,7,7,5,4,5,5
ID,118,415,0,0,0,140.4,112,23.87,187.1,60,15.9,207.9,155,9.36,7.9,1,2.13,0,0,543.3,328,51.260000000000005,5,7,5,6,4,6,5,9,5,4,4,5,7,4,5
MO,55,510,0,0,0,189.0,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,0,0,572.7,292,57.98,6,7,6,4,6,4,7,4,7,9,9,5,5,5,3
IL,130,415,0,0,0,155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16,3,0,686.6,298,63.25999999999999,5,6,5,8,6,8,7,5,7,6,6,7,5,6,6
FL,136,408,1,0,0,199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1,0,576.5999999999999,348,62.089999999999996,6,8,6,6,7,6,4,6,4,6,6,5,7,6,6
KY,107,415,0,0,0,157.1,79,26.71,162.6,124,13.82,150.0,138,6.75,12.1,6,3.27,1,0,481.8,347,50.550000000000004,5,5,5,5,8,5,4,8,4,7,7,4,7,4,5
MI,91,415,0,0,0,154.4,165,26.25,168.3,121,14.31,239.9,81,10.8,11.7,4,3.16,5,1,574.3000000000001,371,54.519999999999996,5,10,5,5,8,5,6,4,6,6,6,5,8,5,4
NY,167,415,0,0,0,166.4,85,28.29,243.2,135,20.67,229.2,95,10.31,9.9,5,2.67,1,0,648.6999999999999,320,61.940000000000005,5,6,5,7,8,7,6,5,6,5,5,7,6,6,7
KS,159,415,0,1,19,184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,0,0,621.1,253,62.54,6,5,6,6,5,6,6,5,6,9,9,6,3,6,7
PA,122,415,0,0,0,35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1,0,480.2,211,36.089999999999996,2,4,2,5,6,5,7,2,7,7,7,4,1,2,5
MI,105,415,0,1,29,179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10.0,5,2.7,0,0,710.9,323,67.67999999999999,6,7,6,8,6,8,6,6,6,5,5,8,6,7,5
NH,155,408,0,0,0,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92,2,0,507.1,262,58.120000000000005,7,2,7,4,8,4,4,6,4,6,6,4,4,5,7
WA,161,415,0,0,0,151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4.0,5,1.08,1,0,599.7,277,55.61,5,8,5,7,6,7,6,3,6,2,2,6,4,5,7
NY,122,415,0,0,0,173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62,3,0,486.7,304,49.45,5,7,5,3,5,3,6,5,6,5,5,4,6,4,5
MD,37,415,1,0,0,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59,2,0,499.40000000000003,286,43.849999999999994,4,5,4,5,6,5,6,6,6,5,5,4,5,3,2
KS,128,415,0,0,0,103.3,122,17.56,245.9,123,20.9,161.1,95,7.25,6.4,7,1.73,0,0,516.6999999999999,347,47.43999999999999,3,8,3,7,8,7,4,5,4,4,4,4,7,4,6
DE,89,510,1,0,0,125.6,108,21.35,213.0,90,18.11,181.7,108,8.18,5.4,5,1.46,1,0,525.6999999999999,311,49.1,4,7,4,6,6,6,5,6,5,3,3,5,6,4,4
IN,108,415,0,0,0,199.3,104,33.88,224.2,92,19.06,140.1,57,6.3,15.2,2,4.1,0,0,578.8000000000001,255,63.339999999999996,6,7,6,7,6,7,4,2,4,8,8,5,3,6,5
VT,109,408,0,0,0,222.2,113,37.77,218.5,122,18.57,266.0,88,11.97,10.9,5,2.94,1,0,717.6,328,71.25,7,7,7,7,8,7,7,4,7,6,6,8,7,7,5
WA,29,415,0,0,0,157.4,122,26.76,145.0,75,12.33,281.8,92,12.68,9.3,2,2.51,1,0,593.5,291,54.28,5,8,5,4,5,4,7,5,7,5,5,6,5,5,2
NM,119,415,1,1,15,160.0,95,27.2,209.5,110,17.81,82.3,107,3.7,8.7,5,2.35,5,1,460.5,317,51.06,5,6,5,6,7,6,2,6,2,5,5,3,6,4,5
MO,86,415,0,0,0,83.5,96,14.2,221.1,63,18.79,349.7,75,15.74,12.6,3,3.4,0,0,666.9,237,52.129999999999995,3,6,3,7,4,7,9,3,9,7,7,7,3,4,4
IA,92,510,0,1,25,134.0,112,22.78,206.0,111,17.51,180.6,118,8.13,9.7,4,2.62,0,0,530.3000000000001,345,51.040000000000006,4,7,4,6,7,6,5,6,5,5,5,5,7,4,4
WA,13,510,0,1,25,176.6,65,30.02,172.7,96,14.68,104.5,128,4.7,11.3,5,3.05,2,0,465.09999999999997,294,52.45,6,4,6,5,6,5,3,7,3,6,6,4,5,5,1
CT,144,510,1,1,35,174.8,127,29.72,219.6,93,18.67,255.8,90,11.51,12.8,3,3.46,0,0,663.0,313,63.36,5,8,5,7,6,7,7,5,7,7,7,7,6,6,6
NH,139,510,0,0,0,221.3,140,37.62,157.8,89,13.41,192.5,89,8.66,11.3,6,3.05,1,0,582.9,324,62.739999999999995,7,9,7,5,6,5,5,4,5,6,6,5,6,6,6
LA,95,415,0,0,0,141.1,84,23.99,211.4,108,17.97,103.7,127,4.67,5.9,6,1.59,3,0,462.09999999999997,325,48.22,5,6,5,6,7,6,3,7,3,3,3,3,6,4,4
ME,80,408,0,1,31,166.4,92,28.29,238.3,74,20.26,150.7,84,6.78,10.7,4,2.89,4,0,566.1000000000001,254,58.22,5,6,5,7,5,7,4,4,4,6,6,5,3,5,4
MT,113,415,0,0,0,215.9,93,36.7,240.1,85,20.41,156.7,123,7.05,4.9,5,1.32,3,0,617.6,306,65.47999999999999,7,6,7,7,5,7,4,7,4,3,3,6,6,6,5
ID,88,415,0,1,31,181.6,91,30.87,213.2,120,18.12,207.8,104,9.35,11.4,4,3.08,1,0,613.9999999999999,319,61.42,6,6,6,6,8,6,5,5,5,6,6,6,6,6,4
UT,74,415,0,0,0,106.4,84,18.09,140.2,104,11.92,90.9,81,4.09,11.4,3,3.08,1,0,348.9,272,37.17999999999999,4,6,4,4,7,4,2,4,2,6,6,2,4,2,4
IL,48,510,0,0,0,128.2,71,21.79,48.1,78,4.09,116.3,80,5.23,8.9,3,2.4,0,0,301.49999999999994,232,33.51,4,5,4,2,5,2,3,4,3,5,5,1,2,2,2
AZ,163,510,0,0,0,178.7,56,30.38,215.7,79,18.33,152.7,84,6.87,10.6,2,2.86,4,0,557.6999999999999,221,58.43999999999999,6,4,6,6,5,6,4,4,4,6,6,5,2,5,7
ID,56,510,0,0,0,150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,5,3.16,3,0,492.1,286,50.11,5,5,5,5,6,5,4,6,4,6,6,4,5,4,3
TX,64,415,0,0,0,168.0,116,28.56,192.4,94,16.35,166.5,98,7.49,10.1,3,2.73,2,0,537.0,311,55.129999999999995,5,8,5,6,6,6,4,5,4,6,6,5,6,5,3
MT,116,415,0,1,35,182.8,122,31.08,212.7,119,18.08,193.8,103,8.72,11.0,2,2.97,1,0,600.3,346,60.849999999999994,6,8,6,6,7,6,5,5,5,6,6,6,7,6,5
PA,101,415,1,0,0,193.7,108,32.93,186.6,98,15.86,223.0,100,10.04,11.6,8,3.13,0,0,614.9,314,61.96,6,7,6,6,6,6,6,5,6,6,6,6,6,6,5
RI,85,415,1,0,0,197.2,97,33.52,211.7,115,17.99,210.1,133,9.45,8.3,4,2.24,4,0,627.3,349,63.20000000000001,6,6,6,6,7,6,6,8,6,5,5,6,8,6,4
NH,90,415,0,0,0,76.1,121,12.94,290.3,73,24.68,236.9,89,10.66,10.8,3,2.92,0,0,614.0999999999999,286,51.2,3,8,3,8,5,8,6,4,6,6,6,6,5,4,4
UT,73,415,0,0,0,182.3,115,30.99,199.2,97,16.93,120.2,113,5.41,18.0,5,4.86,1,0,519.7,330,58.19,6,7,6,6,6,6,3,6,3,9,9,4,7,5,3
NH,55,408,0,1,20,189.3,95,32.18,118.6,113,10.08,250.2,102,11.26,12.5,4,3.38,2,0,570.5999999999999,314,56.9,6,6,6,4,7,4,7,5,7,7,7,5,6,5,3
AK,76,415,0,1,22,160.1,107,27.22,168.7,136,14.34,23.2,102,1.04,9.5,4,2.57,3,0,361.49999999999994,349,45.17,5,7,5,5,8,5,1,5,1,5,5,2,8,4,4
AZ,157,415,0,0,0,220.7,105,37.52,119.3,127,10.14,165.1,113,7.43,11.5,7,3.11,4,0,516.6,352,58.2,7,7,7,4,8,4,4,6,4,6,6,4,8,5,7
NJ,131,415,0,0,0,211.8,115,36.01,260.5,102,22.14,144.2,96,6.49,10.8,7,2.92,0,0,627.3,320,67.56,7,7,7,8,6,8,4,5,4,6,6,6,6,7,6
MI,51,415,0,0,0,229.7,129,39.05,336.0,104,28.56,192.8,128,8.68,9.6,1,2.59,1,1,768.1,362,78.88,7,8,7,10,7,10,5,7,5,5,5,9,8,8,3
ID,166,415,0,0,0,220.7,106,37.52,177.8,118,15.11,206.1,102,9.27,12.4,9,3.35,1,0,617.0,335,65.25,7,7,7,5,7,5,5,5,5,7,7,6,7,6,7
OR,66,408,0,0,0,87.6,76,14.89,262.0,111,22.27,184.6,125,8.31,9.2,5,2.48,1,0,543.4000000000001,317,47.949999999999996,3,5,3,8,7,8,5,7,5,5,5,5,6,4,3
UT,49,415,0,0,0,266.3,90,45.27,207.8,117,17.66,205.0,98,9.23,14.0,2,3.78,2,1,693.1,307,75.94000000000001,8,6,8,6,7,6,5,5,5,7,7,7,6,8,2
LA,89,415,0,0,0,141.1,92,23.99,249.1,126,21.17,136.0,73,6.12,10.8,2,2.92,2,0,537.0,293,54.199999999999996,5,6,5,7,8,7,4,3,4,6,6,5,5,5,4
WI,90,415,0,0,0,200.9,92,34.15,164.3,91,13.97,249.0,98,11.21,8.9,7,2.4,1,0,623.1,288,61.73,6,6,6,5,6,5,7,5,7,5,5,6,5,6,4
ID,193,415,0,0,0,96.8,92,16.46,142.6,103,12.12,210.1,115,9.45,10.9,5,2.94,2,1,460.4,315,40.97,3,6,3,4,7,4,6,6,6,6,6,3,6,3,8
TN,114,510,0,0,0,172.0,145,29.24,276.4,101,23.49,193.7,100,8.72,10.1,9,2.73,1,0,652.1999999999999,355,64.17999999999999,5,9,5,8,6,8,5,5,5,6,6,7,8,6,5
NV,7,408,0,1,30,221.4,114,37.64,165.8,116,14.09,247.0,105,11.12,10.8,12,2.92,1,0,645.0,347,65.77,7,7,7,5,7,5,7,6,7,6,6,7,7,6,1
WY,71,415,0,0,0,243.7,124,41.43,60.0,90,5.1,189.0,129,8.5,11.3,2,3.05,0,0,504.0,345,58.08,7,8,7,2,6,2,5,7,5,6,6,4,7,5,3
IL,31,415,0,1,28,210.5,101,35.79,250.5,86,21.29,241.6,125,10.87,11.5,2,3.11,1,0,714.1,314,71.06,7,7,7,7,6,7,6,7,6,6,6,8,6,7,2
MA,111,415,0,0,0,284.4,89,48.35,157.0,113,13.35,242.8,91,10.93,8.4,8,2.27,0,1,692.6,301,74.89999999999999,9,6,9,5,7,5,6,5,6,5,5,7,5,8,5
AZ,97,408,0,0,0,169.7,84,28.85,165.9,86,14.1,191.9,83,8.64,12.8,6,3.46,3,0,540.3,259,55.050000000000004,5,6,5,5,6,5,5,4,5,7,7,5,4,5,4
ND,51,510,0,0,0,227.2,89,38.62,194.4,106,16.52,243.4,126,10.95,14.9,2,4.02,0,0,679.9,323,70.11,7,6,7,6,7,6,6,7,6,8,8,7,6,7,3
SD,86,415,0,0,0,223.9,75,38.06,155.7,109,13.23,150.2,143,6.76,7.3,9,1.97,1,0,537.0999999999999,336,60.02,7,5,7,5,7,5,4,8,4,4,4,5,7,6,4
ND,190,415,0,0,0,169.4,102,28.8,253.5,113,21.55,197.1,93,8.87,8.9,5,2.4,1,0,628.9,313,61.62,5,7,5,7,7,7,5,5,5,5,5,6,6,6,8
CT,80,408,0,0,0,118.1,90,20.08,144.3,77,12.27,225.1,86,10.13,8.2,6,2.21,1,0,495.7,259,44.69,4,6,4,4,5,4,6,4,6,5,5,4,4,3,4
MO,36,415,0,0,0,202.4,115,34.41,230.7,115,19.61,202.0,127,9.09,10.2,2,2.75,3,0,645.3000000000001,359,65.86,6,7,6,7,7,7,5,7,5,6,6,7,8,6,2
NJ,45,510,0,0,0,155.7,110,26.47,260.3,103,22.13,192.2,98,8.65,11.0,1,2.97,1,0,619.2,312,60.21999999999999,5,7,5,8,7,8,5,5,5,6,6,6,6,6,2
NC,170,415,0,0,0,246.4,107,41.89,228.1,124,19.39,166.4,95,7.49,9.1,8,2.46,0,0,650.0,334,71.22999999999999,8,7,8,7,8,7,4,5,4,5,5,7,7,7,7
UT,103,415,0,0,0,189.8,110,32.27,115.5,83,9.82,191.3,103,8.61,12.2,4,3.29,0,0,508.8,300,53.99,6,7,6,4,5,4,5,5,5,7,7,4,5,5,5
WI,112,408,0,0,0,167.8,88,28.53,247.9,81,21.07,155.1,108,6.98,11.9,4,3.21,0,0,582.7,281,59.79,5,6,5,7,5,7,4,6,4,6,6,5,4,6,5
MT,125,510,0,0,0,143.2,80,24.34,88.1,94,7.49,233.2,135,10.49,8.8,7,2.38,4,1,473.3,316,44.7,5,5,5,3,6,3,6,8,6,5,5,4,6,3,6
MS,73,415,0,1,31,82.3,105,13.99,256.1,91,21.77,229.6,98,10.33,11.8,2,3.19,6,1,579.8,296,49.279999999999994,3,7,3,8,6,8,6,5,6,6,6,5,5,4,3
NM,232,408,0,0,0,165.6,104,28.15,195.9,115,16.65,118.3,77,5.32,11.8,3,3.19,1,0,491.6,299,53.309999999999995,5,7,5,6,7,6,3,4,3,6,6,4,5,5,10
SD,95,408,0,1,20,165.7,78,28.17,215.6,94,18.33,243.3,91,10.95,9.8,6,2.65,0,0,634.3999999999999,269,60.1,5,5,5,6,6,6,6,5,6,5,5,6,4,6,4
VA,182,415,0,0,0,176.1,90,29.94,174.9,106,14.87,234.7,134,10.56,9.7,4,2.62,1,0,595.4000000000001,334,57.99,6,6,6,5,7,5,6,8,6,5,5,6,7,5,8
NM,55,510,0,0,0,119.7,148,20.35,231.8,96,19.7,222.3,113,10.0,4.6,2,1.24,2,0,578.4,359,51.29,4,9,4,7,6,7,6,6,6,3,3,5,8,4,3
VA,86,415,0,1,30,99.9,84,16.98,263.5,125,22.4,254.7,90,11.46,9.8,7,2.65,2,0,627.8999999999999,306,53.489999999999995,3,6,3,8,8,8,7,5,7,5,5,6,6,5,4
NJ,127,510,0,0,0,239.8,107,40.77,128.9,121,10.96,249.9,110,11.25,11.3,5,3.05,1,0,629.9,343,66.03,7,7,7,4,8,4,7,6,7,6,6,6,7,6,6
TN,63,415,0,0,0,164.5,75,27.97,147.9,118,12.57,252.7,97,11.37,11.2,2,3.02,0,0,576.3,292,54.93,5,5,5,5,7,5,7,5,7,6,6,5,5,5,3
