State,Area code,International plan,Voice mail plan,Number vmail messages,Total intl calls,Customer service calls,Churn,Bin_Total day minutes,Bin_Total day calls,Bin_Total day charge,Bin_Total eve minutes,Bin_Total eve calls,Bin_Total eve charge,Bin_Total night minutes,Bin_Total night calls,Bin_Total night charge,Bin_Total intl minutes,Bin_Total intl charge,Bin_Total minutes,Bin_Total calls,Bin_Total charge,Bin_Account length
IN,415,0,0,0,7,1,0,5,7,5,8,5,8,6,5,6,3,3,7,5,6,4
MT,415,0,0,0,6,0,0,5,7,5,9,7,9,5,4,5,5,5,7,5,6,4
ND,408,1,1,37,3,1,0,7,5,7,8,8,8,7,7,7,4,4,9,6,8,4
MI,408,0,0,0,2,4,0,5,7,5,6,7,6,6,3,6,7,7,6,5,6,4
AL,510,0,0,0,2,0,0,6,4,6,6,8,6,4,8,4,6,6,5,6,5,5
NV,510,0,1,27,2,2,0,2,8,2,7,5,7,7,5,7,6,6,6,5,4,1
FL,415,0,1,24,7,1,0,6,8,6,8,7,8,5,3,5,8,8,6,6,6,3
KS,510,0,0,0,5,2,0,4,6,4,8,4,8,6,3,6,7,7,6,2,5,4
MN,408,0,0,0,4,0,0,5,9,5,5,7,5,6,6,6,6,6,5,8,5,5
RI,415,0,0,0,6,4,0,7,7,7,6,6,6,8,5,8,6,6,8,6,7,5
UT,415,0,0,0,4,2,0,4,6,4,4,6,4,2,3,2,8,8,2,4,3,6
SC,415,0,1,46,3,4,0,7,8,7,7,5,7,4,5,4,5,5,6,6,6,5
IL,415,0,1,14,8,1,0,4,8,4,6,6,6,5,3,5,4,4,4,6,4,5
OH,408,0,0,0,3,2,0,6,7,6,4,6,4,4,4,4,4,4,4,5,5,7
MA,510,0,0,0,4,1,0,8,6,8,6,7,6,4,8,4,3,3,6,7,6,3
OR,408,0,0,0,4,0,0,3,6,3,7,4,7,7,7,7,6,6,6,5,4,6
CA,408,0,0,0,3,0,0,8,8,8,6,6,6,4,6,4,5,5,6,7,7,4
WV,415,0,1,30,5,1,0,4,7,4,7,7,7,8,5,8,8,8,7,6,5,3
VT,415,0,0,0,7,0,0,7,7,7,8,6,8,3,4,3,5,5,6,5,7,5
GA,408,0,0,0,3,0,0,6,4,6,5,8,5,5,5,5,5,5,5,5,5,4
ME,415,0,0,0,3,2,0,7,7,7,7,8,7,6,9,6,5,5,7,9,7,4
HI,415,0,1,31,4,2,0,6,7,6,7,6,7,6,7,6,7,7,7,7,6,5
AZ,510,0,1,22,6,1,0,7,8,7,10,6,10,4,4,4,4,4,8,6,7,6
IA,510,0,0,0,2,3,0,6,7,6,5,5,5,6,4,6,6,6,6,4,6,2
CT,415,0,0,0,4,3,0,4,8,4,4,5,4,6,2,6,4,4,4,4,3,6
VA,415,0,0,0,4,1,0,7,8,7,5,8,5,6,4,6,7,7,6,7,6,1
CO,510,0,0,0,2,3,0,2,5,2,8,7,8,6,6,6,5,5,5,6,3,4
SD,510,0,0,0,1,3,0,6,9,6,6,9,6,4,5,4,5,5,5,9,5,6
VA,415,0,0,0,4,0,0,5,8,5,6,7,6,4,6,4,7,7,5,7,5,4
NY,415,1,0,0,3,2,0,5,8,5,5,7,5,7,5,7,6,6,6,7,5,6
TN,415,0,0,0,2,1,0,5,8,5,7,6,7,6,5,6,4,4,6,6,5,5
CT,415,0,0,0,1,2,0,7,8,7,5,5,5,2,7,2,4,4,4,6,6,5
WA,510,0,0,0,4,3,0,6,7,6,5,6,5,3,5,3,4,4,4,5,5,5
NH,415,0,0,0,2,2,0,8,7,8,3,7,3,4,3,4,6,6,4,5,6,6
MT,510,0,0,0,6,2,0,6,7,6,6,5,6,5,3,5,5,5,6,4,6,1
NE,415,0,1,29,5,2,0,5,5,5,8,8,8,10,9,10,4,4,10,8,7,4
WA,408,0,0,0,2,2,0,6,6,6,6,6,6,3,6,3,4,4,5,6,6,5
WI,415,0,0,0,3,3,0,8,7,8,5,6,5,5,4,5,4,4,6,5,7,5
AR,415,0,1,31,4,2,0,6,7,6,6,8,6,4,6,4,8,8,5,7,5,5
WI,408,0,0,0,5,1,0,6,4,6,7,4,7,4,8,4,5,5,6,4,6,3
NH,510,0,0,0,11,0,0,6,8,6,7,8,7,6,5,6,5,5,7,8,6,5
VA,415,0,0,0,5,2,0,5,7,5,6,7,6,6,5,6,7,7,5,6,5,5
VA,408,0,0,0,9,2,0,7,8,7,7,8,7,6,4,6,4,4,7,7,7,6
AZ,415,0,0,0,7,2,0,5,6,5,5,6,5,7,3,7,4,4,5,4,4,6
MT,408,0,1,29,2,2,0,5,8,5,7,6,7,4,5,4,7,7,5,5,5,8
OK,408,0,0,0,2,3,0,6,7,6,7,6,7,5,4,5,4,4,6,5,6,5
ID,415,0,1,32,4,3,0,8,7,8,4,6,4,6,5,6,6,6,6,5,6,4
MS,415,0,0,0,6,3,0,8,6,8,6,6,6,5,3,5,6,6,7,4,7,6
TX,415,0,0,0,3,2,0,5,5,5,6,8,6,5,6,5,5,5,6,7,5,2
HI,408,0,0,0,1,1,0,5,6,5,8,8,8,5,3,5,8,8,6,5,6,8
AK,415,0,1,24,5,2,0,5,5,5,6,5,6,4,7,4,3,3,5,4,5,3
MD,510,0,0,0,8,0,0,8,5,8,3,5,3,4,2,4,6,6,4,2,6,3
NC,408,0,0,0,3,0,0,7,8,7,6,8,6,6,5,6,6,6,7,7,7,5
VT,408,0,0,0,5,1,0,5,6,5,6,6,6,7,4,7,6,6,6,4,5,3
KY,510,0,1,22,3,2,0,5,7,5,5,7,5,6,5,6,3,3,5,6,4,3
LA,415,0,0,0,5,1,0,2,8,2,8,4,8,4,6,4,6,6,4,6,3,1
WA,415,0,1,16,4,0,0,3,7,3,6,7,6,6,6,6,7,7,5,7,4,6
ME,408,0,0,0,3,0,0,4,6,4,6,8,6,7,5,7,6,6,6,6,4,6
WI,408,0,0,0,3,2,0,5,7,5,7,5,7,4,5,4,7,7,5,5,5,5
TX,408,0,1,31,14,3,0,9,6,9,7,7,7,5,5,5,7,7,8,7,9,3
IA,415,0,0,0,4,1,0,4,8,4,6,7,6,6,5,6,6,6,5,6,5,5
HI,415,0,0,0,8,2,0,4,7,4,4,7,4,4,5,4,7,7,2,6,3,2
WY,415,0,0,0,2,1,0,6,5,6,7,5,7,7,5,7,7,7,7,3,7,3
WV,510,0,0,0,2,3,0,4,8,4,2,4,2,4,7,4,5,5,2,6,3,3
OK,415,0,1,31,6,3,0,3,7,3,7,8,7,7,5,7,4,4,6,8,4,5
UT,408,0,0,0,3,1,0,6,8,6,7,6,7,5,4,5,6,6,6,5,6,7
NY,415,0,0,0,1,3,0,3,4,3,5,7,5,6,6,6,7,7,4,5,3,4
VA,415,1,0,0,4,1,0,7,8,7,6,7,6,4,5,4,5,5,6,7,6,4
VT,408,0,0,0,6,4,0,6,8,6,8,6,8,3,3,3,6,6,5,5,6,6
PA,510,0,0,0,2,1,0,6,8,6,5,9,5,7,8,7,4,4,6,10,5,4
MI,408,0,1,32,7,0,0,5,8,5,7,6,7,5,5,5,5,5,6,7,5,4
VT,415,0,1,42,10,0,0,7,7,7,6,7,6,9,6,9,6,6,8,7,7,4
VT,415,0,1,34,10,1,0,5,9,5,2,6,2,7,7,7,7,7,4,8,4,6
IL,415,1,1,43,4,1,0,5,6,5,8,6,8,5,6,5,5,5,6,6,5,3
WI,415,0,0,0,2,1,0,4,8,4,4,8,4,6,5,6,6,6,4,7,3,3
GA,415,0,1,39,4,2,0,7,7,7,8,7,8,5,6,5,5,5,8,7,8,6
VT,415,0,1,21,2,2,0,4,7,4,8,5,8,4,6,4,5,5,5,6,5,3
CT,408,0,0,0,3,3,0,2,7,2,5,5,5,6,6,6,6,6,3,6,2,6
AZ,510,0,0,0,3,0,0,3,8,3,7,8,7,6,6,6,5,5,5,8,4,5
SD,415,0,1,35,3,0,0,5,6,5,5,8,5,4,7,4,4,4,4,8,4,1
CT,415,0,0,0,3,1,0,4,6,4,4,5,4,8,5,8,4,4,5,4,4,9
IN,415,1,0,0,6,4,0,6,8,6,5,6,5,5,5,5,5,5,5,6,5,5
OH,510,0,0,0,4,1,0,6,4,6,7,4,7,5,6,5,8,8,6,2,6,4
NY,510,0,0,0,6,1,0,4,7,4,4,7,4,3,5,3,5,5,2,6,3,2
NE,510,0,1,29,5,3,0,5,8,5,6,8,6,6,6,6,5,5,6,8,5,4
HI,510,0,0,0,4,1,0,7,8,7,8,6,8,4,4,4,7,7,7,5,7,5
MD,415,1,1,27,5,4,0,6,8,6,5,6,5,5,5,5,6,6,5,7,5,6
VT,510,0,0,0,4,1,0,0,0,0,6,7,6,4,5,4,4,4,2,2,1,5
TX,408,0,1,19,4,1,0,4,6,4,7,6,7,6,4,6,6,6,6,4,4,5
AZ,408,0,0,0,2,4,0,5,8,5,7,7,7,6,5,6,6,6,6,6,6,5
VA,415,0,0,0,0,3,0,4,6,4,6,5,6,5,6,5,0,0,4,4,4,5
NE,415,0,0,0,4,1,0,7,6,7,6,5,6,7,5,7,3,3,7,4,6,3
KY,510,0,0,0,1,0,0,6,8,5,3,5,3,5,5,5,6,6,4,5,4,6
NV,510,0,1,39,1,3,0,3,7,3,7,4,7,4,4,4,5,5,4,4,3,4
MO,415,0,0,0,8,1,0,4,9,4,8,6,8,6,6,6,5,5,6,8,5,4
NJ,415,0,1,30,2,0,0,6,6,6,7,7,7,7,6,7,5,5,7,6,6,1
NH,408,0,0,0,5,1,0,5,6,5,6,6,6,7,4,7,7,7,7,4,6,6
NC,510,0,0,0,6,1,0,5,6,5,6,6,6,4,6,4,4,4,5,5,5,5
MT,415,0,1,24,4,1,0,4,4,4,7,5,7,6,7,6,5,5,6,4,5,6
LA,510,0,0,0,1,0,0,5,6,5,6,6,6,5,6,5,5,5,5,5,5,5
NV,510,0,0,0,3,3,0,6,8,6,9,6,9,5,6,5,4,4,7,6,6,2
AK,408,0,0,0,7,1,0,3,5,3,6,7,6,4,4,4,6,6,3,4,3,6
OH,415,1,1,37,7,2,0,7,7,7,6,5,6,4,6,4,3,3,5,5,6,2
NM,415,0,0,0,12,2,0,4,6,4,4,6,4,5,6,5,4,4,3,6,3,3
MN,415,0,1,20,7,0,0,8,5,8,6,7,6,6,5,6,6,6,7,5,8,2
WY,510,0,1,31,1,1,0,5,3,5,7,5,7,7,6,7,3,3,7,2,5,5
WY,415,1,1,28,3,1,0,3,8,3,5,8,5,4,7,4,6,6,3,9,3,6
WA,408,0,0,0,5,0,0,5,5,5,6,7,6,7,6,7,6,6,6,5,5,4
RI,415,0,0,0,6,2,0,8,7,8,5,6,5,4,4,4,5,5,5,5,6,8
AL,415,1,0,0,5,2,0,6,8,6,8,8,8,3,5,3,6,6,6,7,6,4
WV,510,0,1,38,7,1,0,6,8,6,6,5,6,6,4,6,4,4,7,5,6,1
WV,415,0,1,34,4,1,0,6,5,6,8,8,8,6,3,6,4,4,7,4,7,2
UT,408,0,1,37,6,2,0,4,10,4,7,6,7,5,6,5,7,7,5,8,4,2
MI,510,0,1,26,7,1,0,7,8,7,7,6,7,3,4,3,6,6,6,5,7,4
WI,415,1,1,34,6,4,0,7,8,7,7,7,7,6,8,6,5,5,7,8,7,6
ND,510,0,0,0,6,2,0,6,6,6,7,8,7,6,6,6,8,8,7,7,7,3
VT,415,0,0,0,4,0,0,4,7,4,7,9,7,5,6,5,5,5,5,8,5,5
WA,408,0,0,0,10,1,0,5,6,5,6,5,6,3,5,3,3,3,4,5,4,6
NC,408,0,1,47,2,1,0,8,7,8,6,7,6,6,7,6,5,5,8,7,8,8
SD,415,1,0,0,7,1,0,6,5,6,6,7,6,4,5,4,5,5,5,5,5,5
WV,415,0,0,0,4,3,0,7,6,7,5,5,5,7,4,7,5,5,7,4,6,4
ID,510,0,1,8,2,1,0,7,7,7,5,6,5,10,6,10,5,5,9,6,7,3
GA,415,0,0,0,2,0,0,5,7,5,5,7,5,6,7,6,5,5,5,7,5,7
FL,415,0,0,0,3,4,0,7,7,7,5,9,5,5,4,5,4,4,6,7,6,5
CO,415,0,0,0,6,4,0,7,7,7,8,3,8,4,4,4,7,7,7,3,7,8
NV,408,0,0,0,9,0,0,4,7,4,7,7,7,3,4,3,6,6,4,5,4,4
IN,415,0,1,33,2,2,0,7,9,7,6,6,6,5,6,5,5,5,6,7,6,5
VA,510,0,0,0,3,2,0,5,9,5,5,7,5,7,3,7,7,7,5,7,4,4
UT,415,0,1,40,3,2,0,7,7,7,4,7,4,6,6,6,5,5,5,7,6,5
MO,408,0,0,0,7,1,0,4,6,4,10,3,10,7,6,7,4,4,8,3,6,6
CT,510,0,1,33,4,1,0,3,8,3,7,5,7,4,6,4,5,5,4,6,3,5
HI,415,0,0,0,4,1,0,4,7,4,4,6,4,7,7,7,3,3,4,7,4,5
MD,408,0,0,0,4,1,0,4,6,4,6,5,6,6,6,6,5,5,6,5,5,6
VA,415,0,0,0,8,0,0,6,6,6,6,4,6,6,5,6,9,9,6,4,6,4
MT,415,0,0,0,3,3,0,6,10,6,5,6,5,5,4,5,5,5,5,6,5,4
SC,408,0,0,0,6,0,0,2,5,2,8,7,8,5,5,5,5,5,4,4,3,6
CO,408,0,0,0,4,2,0,6,7,6,6,7,6,2,7,2,5,5,4,7,5,2
ID,415,0,0,0,6,1,0,5,6,5,6,4,6,6,4,6,4,4,6,3,5,4
AL,415,0,0,0,5,3,0,6,6,6,7,6,7,6,5,6,5,5,7,5,6,3
CO,510,0,0,0,2,1,0,4,8,4,4,6,4,5,4,5,5,5,3,6,3,4
UT,415,0,0,0,3,0,0,2,7,2,7,6,7,5,5,5,3,3,4,5,3,9
OH,510,0,1,27,7,3,0,4,7,4,6,8,6,5,6,5,3,3,4,8,4,4
RI,415,0,1,27,1,0,0,7,5,7,5,5,5,5,6,5,8,8,5,4,6,6
FL,415,0,1,41,3,1,0,6,6,6,4,8,4,3,3,3,3,3,4,5,5,2
OH,415,0,0,0,5,0,0,5,6,5,9,5,9,4,5,4,5,5,6,5,6,4
IL,415,1,0,0,4,1,0,8,8,8,6,6,6,5,5,5,6,6,7,6,7,4
PA,408,0,0,0,6,0,0,4,6,4,5,4,5,7,4,7,9,9,5,3,4,6
AZ,415,0,0,0,7,3,0,3,7,3,3,7,3,4,6,4,8,8,2,7,2,3
HI,415,0,0,0,7,2,0,8,8,8,6,5,6,5,6,5,5,5,7,6,7,5
NJ,415,0,1,16,2,1,0,5,6,5,7,7,7,8,5,8,5,5,8,5,6,3
WI,408,0,0,0,5,0,0,3,7,3,6,4,6,5,7,5,6,6,4,5,3,4
MD,415,0,1,34,9,2,0,6,5,6,4,7,4,5,6,5,8,8,5,6,5,6
OR,408,0,0,0,4,3,0,7,6,7,5,8,5,4,5,4,5,5,5,6,6,1
NV,510,1,0,0,3,1,0,7,6,7,5,7,5,7,5,7,5,5,7,5,7,5
MT,415,0,0,0,3,1,0,4,6,4,5,7,5,5,8,5,8,8,4,7,4,6
CT,510,0,0,0,2,0,0,5,7,5,4,5,4,8,5,8,5,5,6,4,5,5
UT,415,0,1,44,2,0,0,7,6,7,7,7,7,6,4,6,6,6,8,4,7,5
GA,408,0,0,0,4,2,0,7,6,7,5,5,5,5,7,5,4,4,6,5,6,8
NV,415,0,0,0,2,2,0,3,8,3,8,8,8,6,5,6,6,6,5,7,4,7
TN,415,0,0,0,2,1,0,6,7,6,9,5,9,6,5,6,4,4,8,5,7,1
DE,408,0,0,0,3,1,0,6,7,6,5,7,5,6,6,6,7,7,6,7,6,4
NY,408,0,0,0,5,1,0,7,8,7,9,6,9,4,3,4,5,5,7,5,7,3
IA,415,0,0,0,10,2,0,7,6,7,6,7,6,6,6,6,3,3,6,6,6,6
VT,510,0,1,32,4,0,0,7,9,7,8,5,8,5,5,5,6,6,7,6,7,6
MT,510,0,0,0,5,1,0,6,7,6,5,5,5,5,7,5,6,6,4,6,5,5
NH,408,0,0,0,3,0,0,5,7,5,9,7,9,6,5,6,6,6,7,6,6,3
WV,415,0,0,0,1,3,0,4,7,4,6,7,6,6,4,6,6,6,5,5,5,4
ID,408,0,0,0,6,1,0,5,6,5,8,6,8,4,6,4,7,7,6,5,6,4
WV,415,1,1,17,3,2,0,7,6,7,5,6,5,6,6,6,7,7,7,6,7,3
OH,510,0,0,0,3,2,0,5,8,5,7,8,7,7,9,7,5,5,7,9,6,3
MD,415,0,0,0,3,2,0,8,5,8,5,5,5,7,6,7,6,6,7,4,7,6
MN,408,0,0,0,6,1,0,6,6,6,5,7,5,6,8,6,6,6,6,7,6,5
NE,408,0,0,0,5,3,0,5,5,5,8,6,8,7,7,7,4,4,7,5,6,4
MN,510,0,1,40,3,3,0,7,7,7,5,6,5,6,6,6,5,5,6,6,7,6
NY,408,0,0,0,2,1,0,8,5,8,5,5,5,6,6,6,5,5,7,4,7,4
HI,415,0,0,0,6,1,0,6,6,6,9,5,9,4,6,4,4,4,7,5,7,3
MO,408,0,1,14,1,1,0,6,7,6,7,7,7,2,5,2,3,3,4,5,5,1
NV,415,0,0,0,2,2,0,7,7,7,6,7,6,6,5,6,6,6,7,6,7,2
MA,415,0,0,0,3,1,0,6,6,6,5,7,5,8,7,8,4,4,7,7,6,3
NH,408,0,0,0,5,2,0,4,6,4,4,7,4,6,6,6,5,5,4,6,4,8
FL,415,0,0,0,2,1,0,6,5,6,6,7,6,5,5,5,7,7,6,5,6,6
CT,408,0,0,0,3,2,0,6,6,6,7,7,7,5,6,5,5,5,6,6,6,6
KY,415,0,1,35,7,2,0,5,9,5,5,6,5,6,6,6,5,5,5,8,5,5
NM,415,0,0,0,2,3,0,5,6,5,7,4,7,6,3,6,5,5,7,2,6,5
ND,510,0,0,0,4,1,0,5,7,5,5,6,5,7,6,7,3,3,6,6,5,3
NV,415,0,0,0,3,2,0,4,6,4,6,7,6,6,5,6,6,6,5,5,4,7
ID,415,0,0,0,6,1,0,3,7,3,6,8,6,3,3,3,7,7,3,6,3,2
OK,415,0,1,23,11,2,0,7,7,7,4,7,4,6,7,6,7,7,6,8,6,7
IA,510,0,0,0,2,0,0,4,6,4,7,7,7,6,6,6,5,5,5,6,5,2
ME,415,0,0,0,8,2,0,7,7,7,6,6,6,6,4,6,6,6,7,4,7,5
AR,415,0,0,0,5,0,0,2,5,2,6,7,6,6,5,6,5,5,4,5,3,4
PA,408,1,0,0,5,0,0,7,7,7,3,6,3,4,6,4,6,6,4,7,6,6
HI,408,0,0,0,10,3,0,3,7,3,4,7,4,5,5,5,8,8,3,6,3,5
MT,415,0,1,36,4,3,0,7,6,7,5,8,5,7,4,7,4,4,7,6,7,2
DC,510,1,0,0,3,0,0,7,7,7,6,8,6,7,6,7,6,6,8,7,7,4
MS,408,0,0,0,2,1,0,5,6,5,6,7,6,4,3,4,5,5,4,4,5,6
OH,510,0,1,38,1,2,0,7,6,7,5,5,5,3,5,3,6,6,4,3,6,5
MO,415,0,0,0,4,1,0,4,7,4,5,7,5,5,3,5,8,8,4,6,4,3
TX,415,0,0,0,10,1,0,3,7,3,8,6,8,4,5,4,6,6,5,5,4,7
MD,415,0,0,0,5,1,0,8,5,8,5,8,5,4,6,4,6,6,6,6,7,5
SC,408,0,0,0,2,2,0,2,7,2,7,7,7,3,5,3,6,6,2,6,2,5
CO,415,0,0,0,7,0,0,7,6,7,6,6,6,6,3,6,6,6,7,4,7,4
ID,415,0,0,0,10,1,0,7,5,7,4,5,4,6,5,6,7,7,6,4,6,7
AZ,510,0,1,22,5,2,0,6,6,6,4,8,4,5,5,5,5,5,5,6,5,5
MN,415,0,1,32,5,2,0,4,5,4,7,5,7,8,4,8,7,7,7,3,6,3
DE,415,0,1,34,4,2,0,3,7,3,7,5,7,7,5,7,8,8,6,5,5,4
MI,415,0,0,0,3,2,0,7,6,7,5,7,5,6,6,6,3,3,6,6,7,6
CA,415,0,0,0,1,0,0,6,5,6,4,7,4,5,6,5,7,7,5,5,5,2
MN,415,0,1,39,4,1,0,7,5,7,4,6,4,5,7,5,4,4,5,5,5,7
CT,415,0,0,0,5,0,0,4,8,4,4,6,4,5,7,5,6,6,3,8,3,6
WV,415,0,1,38,10,2,0,7,5,7,6,4,6,6,5,6,5,5,7,3,7,4
WV,415,0,0,0,16,0,0,3,7,3,7,6,7,7,6,7,8,8,6,7,4,4
NE,415,0,1,27,2,1,0,5,6,5,5,6,5,7,5,7,6,6,6,5,5,5
NC,415,0,1,31,3,0,0,6,7,6,5,5,5,6,6,6,6,6,6,5,6,3
NE,415,0,0,0,3,2,0,5,7,5,5,6,5,7,6,7,9,9,6,5,5,5
IL,408,0,0,0,4,1,0,7,9,7,5,6,5,5,3,5,4,4,6,6,6,8
MA,510,0,0,0,9,1,0,5,5,5,6,5,6,7,5,7,6,6,6,4,5,3
AZ,415,0,1,14,1,1,0,5,6,5,5,6,5,6,4,6,6,6,5,4,4,6
SD,415,1,1,40,4,1,0,7,5,7,7,6,7,5,5,5,7,7,7,4,7,5
MT,510,0,1,35,2,1,0,5,6,5,5,5,5,5,7,5,5,5,4,5,4,2
VT,408,0,0,0,6,3,0,4,6,4,6,4,6,5,5,5,6,6,4,3,4,4
UT,408,0,0,0,10,1,0,6,8,6,6,8,6,5,6,5,6,6,5,9,5,5
HI,415,0,0,0,5,2,0,5,6,5,6,6,6,4,4,4,5,5,5,4,5,5
DC,415,0,1,38,4,2,0,6,7,6,4,5,4,3,6,3,9,9,3,5,5,7
WI,415,0,1,29,6,0,0,7,9,7,9,6,9,4,4,4,6,6,8,6,8,5
UT,415,0,1,34,11,1,0,5,6,5,8,8,8,4,4,4,3,3,6,6,6,4
WA,510,0,0,0,2,1,0,5,6,5,4,6,4,7,5,7,5,5,5,5,4,4
SD,415,0,1,25,2,0,0,6,5,6,9,7,9,6,3,6,7,7,8,4,7,4
MT,510,0,0,0,5,1,0,5,9,5,4,7,4,7,4,7,7,7,5,7,5,4
CT,415,0,0,0,4,1,0,3,5,3,5,5,5,5,3,5,4,4,3,2,3,4
VA,415,0,0,0,4,1,0,7,7,7,5,7,5,6,3,6,7,7,6,6,6,6
NC,415,1,0,0,3,1,0,6,8,6,6,8,6,6,3,6,7,7,6,6,6,5
AK,415,0,0,0,6,1,0,5,4,5,5,7,5,6,5,6,3,3,5,4,4,4
MD,415,0,1,39,7,1,0,6,7,6,8,8,8,3,3,3,6,6,6,6,6,4
ND,415,0,1,29,2,2,0,5,5,5,4,7,4,2,5,2,5,5,2,5,4,4
IN,510,0,0,0,3,1,0,6,7,6,6,6,6,6,5,6,7,7,6,6,6,4
MI,415,0,1,26,4,0,0,5,7,5,7,8,7,7,5,7,3,3,7,7,5,5
VT,415,1,1,44,4,3,0,8,8,8,5,7,5,5,7,5,5,5,6,8,7,5
WV,510,0,1,33,4,2,0,4,6,4,6,7,6,4,4,4,6,6,4,5,4,3
CT,415,0,0,0,3,0,0,6,7,6,7,9,7,9,5,9,6,6,9,8,7,4
OR,408,0,1,25,8,2,0,7,6,7,6,6,6,6,4,6,7,7,7,5,7,7
VT,415,0,0,0,4,0,0,5,6,5,7,7,7,8,4,8,6,6,7,5,6,3
RI,408,1,0,0,5,4,0,5,5,5,9,7,9,8,5,8,7,7,9,4,7,5
RI,415,0,1,20,2,0,0,3,6,3,5,6,5,5,4,5,6,6,4,4,3,4
NM,415,0,0,0,1,2,0,5,6,5,8,8,8,7,6,7,4,4,7,6,6,6
AL,415,0,0,0,2,3,0,6,7,6,7,7,7,5,5,5,2,2,6,6,6,4
CT,408,0,0,0,3,2,0,5,6,5,6,3,6,7,4,7,4,4,7,1,5,4
TN,415,0,0,0,4,0,0,6,8,6,5,6,5,7,5,7,6,6,6,6,6,3
ID,415,1,0,0,4,0,0,5,7,5,5,7,5,7,5,7,6,6,5,7,5,5
ND,408,0,1,35,2,0,0,7,7,7,6,6,6,4,5,4,5,5,6,5,6,7
SC,510,0,1,21,1,0,0,1,10,1,4,7,4,5,6,5,4,4,2,8,1,6
KS,415,0,0,0,8,1,0,6,6,6,7,6,7,3,6,3,5,5,5,6,6,5
ME,408,0,0,0,5,1,0,6,9,6,6,7,6,4,7,4,6,6,5,9,5,6
RI,415,0,0,0,2,2,0,7,7,7,5,8,5,4,7,4,6,6,6,9,6,3
WI,510,0,1,38,6,0,0,7,8,7,9,8,9,8,2,8,5,5,9,6,8,5
NC,510,0,0,0,4,1,0,6,7,6,6,5,6,3,4,3,5,5,5,5,6,7
OH,408,0,0,0,7,2,0,6,5,6,5,7,5,3,5,3,7,7,4,5,5,2
WY,510,0,0,0,9,1,0,4,5,4,4,6,4,5,6,5,8,8,3,5,3,6
NJ,510,0,0,0,3,2,0,4,9,4,8,7,8,5,3,5,4,4,6,6,5,7
ND,510,0,0,0,5,2,0,7,9,7,6,8,6,3,7,3,7,7,5,9,6,4
WI,510,0,0,0,8,2,0,6,4,6,4,8,4,6,6,6,5,5,5,6,5,6
NY,415,0,0,0,3,0,0,6,7,6,5,5,5,8,4,8,5,5,7,4,6,4
MO,415,0,0,0,5,2,0,5,7,5,7,6,7,6,7,6,6,6,6,7,6,3
MN,510,0,1,29,6,1,0,5,7,5,9,5,9,6,5,6,5,5,7,5,6,3
CO,415,0,0,0,2,2,0,7,6,7,6,8,6,6,5,6,5,5,7,6,7,4
AR,510,0,0,0,1,2,0,5,6,5,4,6,4,5,5,5,6,6,4,5,4,3
TN,415,0,0,0,3,3,0,7,6,7,5,5,5,5,6,5,6,6,6,5,6,3
DE,415,1,0,0,3,1,0,7,5,7,7,6,7,5,3,5,6,6,7,3,7,3
WI,408,0,0,0,3,3,0,4,7,4,5,6,5,8,4,8,4,4,6,4,5,5
MO,408,0,0,0,4,1,0,7,6,7,3,6,3,6,4,6,7,7,5,4,6,5
VA,510,0,0,0,5,0,0,5,5,5,7,8,7,7,6,7,5,5,7,7,6,5
OK,408,0,1,31,2,1,0,8,5,8,6,6,6,3,6,3,5,5,6,5,7,4
TN,415,0,1,23,6,1,0,9,8,9,5,5,5,5,5,5,4,4,6,6,7,8
WI,510,0,1,12,2,1,0,3,6,3,4,5,4,4,6,4,6,6,3,4,2,4
SD,510,0,0,0,3,3,0,4,7,4,7,7,7,5,3,5,3,3,6,5,5,6
ND,415,0,1,28,5,1,0,4,8,4,7,7,7,7,7,7,6,6,6,8,5,5
VA,408,0,0,0,11,2,0,5,5,5,5,7,5,5,3,5,3,3,4,4,4,6
UT,510,0,0,0,3,2,0,6,5,6,4,6,4,6,6,6,4,4,5,5,5,5
MA,408,0,1,36,5,0,0,6,6,6,5,5,5,3,5,3,7,7,4,4,5,6
SD,415,0,0,0,2,3,0,8,6,8,6,4,6,4,6,4,8,8,6,4,7,6
AL,408,0,1,38,1,1,0,7,6,7,5,9,5,6,6,6,5,5,6,8,6,4
SC,415,0,1,33,1,2,0,6,6,6,7,6,7,4,5,4,6,6,6,5,6,5
FL,415,0,1,31,4,3,0,6,8,6,4,7,4,3,5,3,7,7,3,7,5,5
UT,415,0,0,0,1,0,0,6,6,6,5,7,5,3,7,3,6,6,4,6,5,4
NY,408,0,0,0,6,1,0,5,6,5,5,6,5,5,7,5,4,4,5,6,5,5
MS,408,0,1,35,10,1,0,6,8,6,8,5,8,6,7,6,5,5,7,7,7,1
NH,415,0,1,24,3,1,0,4,6,4,6,5,6,7,5,7,7,7,6,4,4,3
VA,415,0,0,0,6,2,0,4,7,4,8,4,8,8,3,8,7,7,8,3,6,4
VT,510,0,0,0,3,2,0,6,6,6,5,4,5,5,6,5,7,7,5,4,6,4
WV,415,0,0,0,3,0,0,5,6,5,7,6,7,6,3,6,6,6,6,4,5,4
WA,408,0,0,0,5,2,0,4,6,4,5,5,5,4,7,4,4,4,4,5,4,4
KS,415,0,0,0,10,1,0,5,8,5,7,3,7,4,4,4,5,5,6,3,5,6
VT,408,0,0,0,8,1,0,5,8,5,7,7,7,7,5,7,5,5,7,6,5,3
