,account_id,account_frequency,account_date,n_orders,total_debit,n_trans,trans_amount,latest_balance,card_type,card_issued,gender,birth_date,district_id,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,n_clients,loan_date,loan_amount,loan_duration,loan_payments,loan_status
4002,5011,monthly,1993-08-25,,,407,4866840,36,,,M,1949-04-06,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.4,7.07,97,6949.0,6872,1,,,,,
4003,5024,monthly,1995-08-20,,,185,772267,6471,,,F,1950-03-13,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,1,,,,,
4004,5033,monthly,1995-08-03,4.0,5720.0,321,659432,41097,,,F,1980-04-30,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,1,1996-07-25,11400.0,12.0,950.0,A
4005,5063,monthly,1995-10-11,,,172,1000981,4765,,,F,1958-12-28,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.7,2.5,125,4085.0,3891,1,,,,,
4006,5065,monthly,1993-01-24,1.0,1541.3,373,3948840,8693,,,F,1940-02-15,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103,1,,,,,
4007,5066,weekly,1995-08-27,5.0,9207.8,333,2387814,59671,,,F,1953-12-25,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.7,3.26,123,1597.0,1875,1,1996-02-10,61656.0,24.0,2569.0,B
4008,5072,monthly,1996-04-12,5.0,14894.0,299,1701840,54848,,,F,1968-02-16,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120,1,1997-02-09,317520.0,60.0,5292.0,C
4009,5092,monthly,1993-12-21,,,337,559519,-20120,,,F,1956-12-19,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,1,,,,,
4010,5118,monthly,1995-08-05,3.0,4650.0,305,793089,31798,,,M,1964-05-17,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,1,1997-05-04,53232.0,48.0,1109.0,C
4011,5120,monthly,1993-06-21,2.0,9746.7,453,4469689,65188,classic,1998-06-05,F,1940-10-15,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,1994-08-10,323472.0,48.0,6739.0,A
4012,5125,monthly,1995-09-14,,,212,2243011,-13433,,,M,1963-11-16,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
4013,5126,monthly,1995-04-03,2.0,4632.0,292,856036,21360,,,F,1948-03-05,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.3,3.95,96,2212.0,2471,2,1996-01-11,20352.0,48.0,424.0,C
4014,5129,monthly,1993-06-08,,,496,6939123,42840,,,M,1952-12-24,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,1,,,,,
4015,5133,weekly,1996-12-08,4.0,9366.0,196,1893313,81475,classic,1998-04-29,M,1943-03-09,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.0,4.72,96,5623.0,5887,1,1998-01-27,57060.0,12.0,4755.0,C
4016,5164,monthly,1997-05-13,2.0,4882.0,104,288364,18190,,,M,1940-04-04,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040,1,1998-03-23,22356.0,36.0,621.0,C
4017,5180,monthly,1997-02-24,1.0,4897.0,74,885234,34120,classic,1998-12-22,F,1946-01-01,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,2,1998-07-16,58764.0,12.0,4897.0,C
4018,5181,monthly,1996-02-03,1.0,6652.5,154,1022005,24099,,,F,1942-08-20,75,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.3,5.66,99,4063.0,4505,1,1997-04-28,399120.0,60.0,6652.0,C
4019,5194,transaction,1995-05-05,,,324,3354116,31339,,,M,1942-10-10,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
4020,5196,weekly,1997-06-29,2.0,14557.5,130,1697433,16954,classic,1998-06-29,M,1956-12-30,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.7,3.26,123,1597.0,1875,1,1997-12-28,79824.0,12.0,6652.0,A
4021,5213,monthly,1995-08-18,1.0,6687.0,301,4033318,88781,classic,1998-08-01,M,1936-08-09,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,1996-04-25,320976.0,48.0,6687.0,D
4022,5215,monthly,1993-07-01,5.0,7778.0,637,2226450,69283,classic,1998-08-21,F,1949-03-08,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.8,2.43,111,3659.0,3894,1,1994-08-04,14628.0,12.0,1219.0,A
4023,5228,transaction,1993-06-23,1.0,7242.0,454,7117530,36308,,,F,1957-01-27,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.0,5.56,113,3460.0,3590,2,1994-07-11,173808.0,24.0,7242.0,A
4024,5250,weekly,1996-07-20,,,138,1912012,21373,,,M,1954-06-04,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.2,1.44,127,5179.0,4987,1,,,,,
4025,5256,transaction,1993-10-25,1.0,5388.5,408,3642046,45696,,,M,1972-12-03,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,1,1994-05-10,193968.0,36.0,5388.0,A
4026,5263,monthly,1995-07-14,2.0,8555.0,273,968542,66574,,,M,1976-07-06,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,1,1996-11-12,276300.0,60.0,4605.0,C
4027,5267,monthly,1996-01-12,1.0,5388.5,233,2867866,45837,,,F,1973-10-20,4,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.6,5.05,109,5244.0,5892,1,1997-11-26,129312.0,24.0,5388.0,D
4028,5269,monthly,1996-07-04,3.0,10010.0,213,1293869,59614,,,M,1966-02-21,49,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.8,2.26,155,1660.0,2123,1,1997-02-02,117420.0,60.0,1957.0,C
4029,5270,monthly,1993-01-13,1.0,3317.0,462,6937482,95341,,,M,1970-04-28,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325,1,1993-11-22,79608.0,24.0,3317.0,A
4030,5283,monthly,1997-09-18,2.0,13208.0,93,1445572,57825,,,M,1970-01-07,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879,1,1998-09-09,170832.0,48.0,3559.0,C
4031,5290,monthly,1997-07-21,4.0,17411.0,130,955917,17793,,,M,1952-01-30,34,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.4,7.68,100,5323.0,5190,1,,,,,
4032,5305,monthly,1996-09-16,1.0,5011.2,149,1746076,55604,,,M,1956-06-29,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410,1,1998-03-31,240528.0,48.0,5011.0,C
4033,5313,monthly,1993-04-29,4.0,12927.2,601,4957023,22568,,,M,1950-01-07,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.4,7.07,97,6949.0,6872,1,1994-02-27,300660.0,60.0,5011.0,C
4034,5317,monthly,1996-10-20,2.0,6835.8,152,854340,19937,,,M,1960-09-23,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.6,2.01,112,1580.0,1525,1,1997-03-07,90180.0,36.0,2505.0,C
4035,5343,monthly,1993-06-08,,,298,1867871,9977,,,M,1942-07-17,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,1,,,,,
4036,5357,monthly,1994-12-18,,,231,1047438,86565,classic,1997-03-06,M,1944-02-23,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,1,,,,,
4037,5358,monthly,1995-05-18,2.0,10330.0,267,2242968,68246,,,M,1953-03-16,4,Kladno,central Bohemia,149893,63,29,6,2,6,67.4,9753,4.6,5.05,109,5244.0,5892,1,1997-01-24,68340.0,60.0,1139.0,C
4038,5362,weekly,1996-09-06,3.0,18601.3,192,1566470,27713,,,F,1940-09-30,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807,2,1997-08-21,202848.0,48.0,4226.0,C
4039,5366,monthly,1993-08-09,,,350,4657406,15382,,,M,1951-05-20,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813,1,,,,,
4040,5369,monthly,1993-02-25,,,358,970347,-3280,,,F,1958-12-24,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
4041,5372,monthly,1993-05-08,1.0,2612.0,348,4790276,91160,,,F,1962-05-21,48,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.7,2.44,124,1655.0,1717,1,,,,,
4042,5385,weekly,1993-05-21,2.0,11243.3,427,2346750,36205,,,M,1963-02-01,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325,1,1994-04-07,149340.0,60.0,2489.0,C
4043,5387,monthly,1993-10-05,,,353,1419687,8094,,,M,1970-11-04,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
4044,5395,monthly,1996-04-26,1.0,4393.8,196,1779338,37970,,,M,1953-08-07,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410,1,1997-09-05,158184.0,36.0,4394.0,C
4045,5422,monthly,1994-10-22,4.0,10735.0,480,4686646,36830,,,M,1974-08-04,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103,2,1996-06-03,368880.0,60.0,6148.0,C
4046,5423,monthly,1993-05-02,4.0,14526.0,516,3964016,14005,,,F,1963-08-22,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
4047,5428,monthly,1993-04-14,1.0,7281.3,458,4661974,94420,,,F,1948-08-12,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273,1,1993-09-24,174744.0,24.0,7281.0,B
4048,5429,monthly,1995-09-22,,,156,794891,-17227,,,M,1955-02-21,71,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.9,5.57,102,4980.0,4595,1,,,,,
4049,5442,monthly,1993-03-22,4.0,18478.3,530,4338775,83369,junior,1998-03-04,F,1978-11-21,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040,1,1994-06-17,174744.0,24.0,7281.0,B
4050,5445,monthly,1997-02-19,5.0,5793.0,193,652551,22118,,,F,1971-03-24,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,1,1997-10-01,78696.0,36.0,2186.0,C
4051,5472,monthly,1993-05-04,,,331,744315,6228,,,M,1948-07-26,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,1,,,,,
4052,5477,monthly,1995-12-17,2.0,13621.3,283,3673700,95113,classic,1997-05-20,M,1954-06-03,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.7,4.5,116,3729.0,3651,1,1997-10-04,349392.0,48.0,7279.0,C
4053,5481,monthly,1993-08-16,1.0,4358.0,403,5008651,96225,,,M,1953-06-18,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,1994-09-11,209184.0,48.0,4358.0,A
4054,5483,monthly,1993-03-28,1.0,1307.0,371,2749542,46569,,,F,1943-12-18,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.7,2.5,125,4085.0,3891,1,,,,,
4055,5505,monthly,1996-04-26,1.0,2908.2,189,2437869,83828,classic,1997-01-16,F,1959-09-06,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
4056,5541,monthly,1995-03-24,3.0,4442.0,343,881763,65177,,,M,1942-10-15,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.7,2.5,125,4085.0,3891,1,1996-07-18,32640.0,48.0,680.0,C
4057,5546,monthly,1993-05-28,1.0,2536.9,369,3723739,61143,,,F,1952-07-13,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.7,2.5,125,4085.0,3891,1,,,,,
4058,5572,monthly,1997-08-11,2.0,13662.0,94,883339,49914,,,M,1957-12-27,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879,1,1998-04-19,140880.0,60.0,2348.0,C
4059,5574,weekly,1994-07-14,2.0,15597.0,382,5459720,57220,,,M,1943-11-26,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.7,3.26,123,1597.0,1875,1,1996-04-10,44628.0,12.0,3719.0,A
4060,5591,monthly,1996-03-16,5.0,7239.8,299,1551033,63947,,,F,1943-09-29,9,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.3,3.97,149,2987.0,2487,2,1997-01-21,221880.0,60.0,3698.0,C
4061,5593,monthly,1996-02-27,2.0,9746.8,291,3629324,62671,classic,1996-10-07,M,1962-05-23,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879,1,1996-08-09,44376.0,12.0,3698.0,A
4062,5602,transaction,1996-07-10,1.0,3697.8,181,2020080,69552,classic,1998-10-24,M,1944-04-12,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,1,1997-12-28,177504.0,48.0,3698.0,C
4063,5622,monthly,1993-02-08,3.0,13818.3,565,5242068,68045,junior,1998-10-25,M,1979-03-26,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.7,4.5,116,3729.0,3651,1,1994-11-02,83016.0,12.0,6918.0,A
4064,5628,monthly,1994-06-17,1.0,3757.0,313,1645425,40558,,,F,1948-08-03,61,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.7,5.74,107,2112.0,2059,1,1995-04-25,225420.0,60.0,3757.0,C
4065,5632,weekly,1994-11-15,1.0,4760.0,326,4506995,48405,,,F,1980-12-07,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040,2,1995-07-25,285600.0,60.0,4760.0,C
4066,5648,monthly,1997-06-13,,,101,1748853,49666,,,M,1969-04-28,59,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.2,3.47,106,2595.0,2305,1,,,,,
4067,5650,transaction,1995-01-08,2.0,14638.3,327,2621159,42775,,,F,1963-12-24,10,Praha - vychod,central Bohemia,92084,55,29,4,3,5,46.7,10124,0.5,0.54,141,3810.0,4316,1,1995-07-10,98592.0,24.0,4108.0,A
4068,5661,monthly,1995-12-20,1.0,1653.6,199,2562783,12550,,,F,1971-09-05,53,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.5,3.56,99,1850.0,1903,1,,,,,
4069,5692,monthly,1996-02-25,1.0,1653.6,151,1088551,34718,,,F,1942-03-13,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.5,4.12,102,2247.0,2103,1,,,,,
4070,5698,monthly,1997-09-04,2.0,12876.0,99,1267477,26698,,,F,1951-03-22,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,2,1998-11-21,99216.0,36.0,2756.0,C
4071,5700,monthly,1993-07-20,1.0,1728.0,355,1451909,-4888,,,M,1971-06-24,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.4,2.94,87,1658.0,1668,1,1995-03-16,103680.0,60.0,1728.0,D
4072,5708,weekly,1997-10-12,,,70,885301,75293,classic,1998-06-12,M,1949-09-25,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,1,,,,,
4073,5724,transaction,1995-04-19,5.0,9599.0,417,2774335,62315,,,F,1939-04-27,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.4,1.71,135,6604.0,6295,1,1997-01-08,232560.0,48.0,4845.0,C
4074,5726,transaction,1996-04-19,,,168,1741154,15729,,,M,1967-08-23,17,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.3,2.62,119,1003.0,1181,1,,,,,
4075,5735,monthly,1995-01-25,1.0,4845.0,315,3217275,89025,,,F,1959-02-27,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.5,3.49,108,2564.0,2799,1,1996-02-21,290700.0,60.0,4845.0,D
4076,5740,monthly,1993-04-16,1.0,2907.0,348,3662592,14048,,,M,1970-03-13,43,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.7,2.5,125,4085.0,3891,1,,,,,
4077,5742,transaction,1995-07-05,1.0,4845.0,243,2458871,26154,,,F,1970-01-29,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,1,1995-12-16,232560.0,48.0,4845.0,C
4078,5758,monthly,1997-07-28,4.0,19962.7,134,1223827,54596,,,M,1953-12-17,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.7,3.76,97,2166.0,2325,1,,,,,
4079,5767,monthly,1993-06-16,,,434,1367269,12473,,,M,1965-04-05,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822,1,,,,,
4080,5774,monthly,1995-06-08,3.0,9855.0,303,1805721,53225,,,M,1968-01-29,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,1995-11-28,31176.0,24.0,1299.0,A
4081,5794,monthly,1995-07-14,1.0,2060.0,229,1930977,67018,,,M,1967-06-30,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.6,7.75,81,9878.0,10108,2,1996-05-06,123600.0,60.0,2060.0,C
4082,5817,transaction,1996-12-10,3.0,16306.0,202,2824694,64851,,,M,1940-06-30,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.0,5.56,113,3460.0,3590,1,,,,,
4083,5837,monthly,1996-07-18,1.0,4939.0,173,1801971,32882,,,F,1971-07-07,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040,1,1997-09-14,177804.0,36.0,4939.0,C
4084,5868,monthly,1993-02-02,1.0,1762.0,372,4414078,101977,,,F,1961-09-23,30,Sokolov,west Bohemia,94812,15,13,8,2,10,81.8,9650,3.3,3.67,100,2985.0,2804,1,,,,,
4085,5870,monthly,1997-09-17,,,80,1277985,65075,,,F,1967-07-20,75,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.3,5.66,99,4063.0,4505,1,,,,,
4086,5878,monthly,1996-11-19,,,115,565523,81770,,,M,1961-06-24,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.7,5.88,107,3736.0,2807,1,,,,,
4087,5891,monthly,1993-01-25,1.0,5432.3,464,5134772,106848,gold,1997-10-07,M,1957-09-29,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813,1,1994-04-18,65184.0,12.0,5432.0,A
4088,5912,monthly,1996-10-25,2.0,12922.8,153,1056194,34943,,,F,1963-09-16,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.2,2.89,132,2080.0,2122,1,1998-06-23,184620.0,60.0,3077.0,C
4089,5927,monthly,1993-11-26,1.0,1817.3,502,1919824,30124,,,M,1964-05-13,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.1,3.6,124,1845.0,1879,1,1994-06-06,87216.0,48.0,1817.0,B
4090,5944,monthly,1997-06-06,2.0,6325.0,112,846913,62438,classic,1998-09-17,F,1944-06-01,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.6,1.29,110,1029.0,1127,1,1998-06-18,78720.0,48.0,1640.0,C
4091,5952,monthly,1993-09-07,5.0,15565.3,628,4888225,72327,classic,1996-09-11,M,1962-09-11,50,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.8,5.45,94,2123.0,2134,1,1994-09-30,141240.0,24.0,5885.0,A
4092,5984,monthly,1993-11-11,,,304,2136235,11124,,,M,1965-08-04,28,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.6,2.01,112,1580.0,1525,1,,,,,
4093,5991,monthly,1993-11-21,3.0,7485.0,459,2173132,32064,,,F,1957-09-06,57,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.7,4.5,116,3729.0,3651,1,1994-11-03,61056.0,48.0,1272.0,A
4094,6030,monthly,1993-08-24,1.0,1177.0,353,2784678,75746,gold,1997-07-31,F,1970-02-10,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.5,1.81,111,6079.0,5410,1,1995-03-04,28248.0,24.0,1177.0,A
4095,6034,weekly,1993-03-19,1.0,7741.8,441,4468719,63892,,,F,1940-12-02,77,Vsetin,north Moravia,148545,8,35,12,3,4,53.5,8909,4.0,5.56,113,3460.0,3590,1,1993-12-01,464520.0,60.0,7742.0,B
4096,6040,monthly,1993-04-22,4.0,9460.0,580,3268798,22611,,,M,1938-09-16,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,1994-10-02,11736.0,24.0,489.0,A
4097,6051,monthly,1993-08-28,1.0,7685.0,391,1414293,10933,,,M,1949-05-18,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.6,4.98,126,2854.0,3158,1,1994-07-08,276660.0,36.0,7685.0,B
4098,6061,monthly,1997-03-08,2.0,8950.0,126,944695,51140,,,F,1963-03-18,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,1998-05-28,5148.0,12.0,429.0,C
4099,6062,monthly,1996-08-28,2.0,15964.0,202,2324592,41691,classic,1998-12-15,M,1975-01-24,24,Karlovy Vary,west Bohemia,122603,25,21,6,2,8,80.0,8991,1.3,2.01,128,5198.0,5273,1,1998-04-19,321360.0,60.0,5356.0,C
4100,6064,monthly,1997-01-11,,,107,321732,3606,,,M,1959-05-22,49,Semily,east Bohemia,75685,31,28,5,1,9,60.8,8208,1.8,2.26,155,1660.0,2123,1,,,,,
4101,6075,monthly,1996-09-15,1.0,8499.0,128,407801,18037,,,F,1974-02-28,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.1,3.98,120,999.0,1099,1,1998-01-06,407952.0,48.0,8499.0,D
4102,6083,weekly,1996-09-19,1.0,7518.0,220,2500616,5057,,,F,1977-10-26,6,Kutna Hora,central Bohemia,77963,60,23,4,2,4,51.5,8546,2.9,4.02,126,2640.0,3120,1,1997-09-28,360864.0,48.0,7518.0,D
4103,6097,monthly,1997-06-15,2.0,3883.0,103,321153,29604,,,F,1973-04-12,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.8,3.6,113,818.0,888,1,1997-10-22,26208.0,36.0,728.0,C
4104,6118,weekly,1994-03-07,1.0,7518.0,408,3032921,37872,,,M,1937-11-04,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,1995-01-08,270648.0,36.0,7518.0,B
4105,6138,monthly,1997-01-22,2.0,13686.3,115,821313,38276,,,F,1963-01-25,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,2,1997-07-30,67608.0,24.0,2817.0,C
4106,6148,monthly,1993-12-27,2.0,10337.0,416,2927480,117838,classic,1996-09-08,M,1958-11-26,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,2,1994-11-04,59760.0,24.0,2490.0,A
4107,6157,monthly,1996-11-11,2.0,14688.2,194,2635588,61231,classic,1997-12-23,F,1942-04-04,34,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.4,7.68,100,5323.0,5190,1,1997-12-28,247920.0,48.0,5165.0,C
4108,6158,monthly,1996-05-13,1.0,5165.2,111,1009948,61289,,,F,1957-04-16,67,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.7,6.55,109,3244.0,3079,1,1997-02-08,247920.0,48.0,5165.0,D
4109,6226,weekly,1993-07-26,1.0,6643.7,401,5779391,94873,,,F,1960-02-09,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.7,5.44,100,18782.0,18347,1,1994-12-20,398640.0,60.0,6644.0,C
4110,6265,monthly,1996-11-01,2.0,10913.5,198,2235777,34409,classic,1997-09-18,M,1937-03-15,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.8,4.43,118,2616.0,3040,1,1997-06-10,87360.0,24.0,3640.0,C
4111,6273,monthly,1993-07-21,1.0,3639.5,398,3593916,65643,classic,1998-01-18,M,1962-07-10,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.0,8.23,104,2653.0,2822,1,1994-06-07,87360.0,24.0,3640.0,A
4112,6281,monthly,1993-06-08,,,363,1858265,-1742,,,F,1973-01-28,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.6,4.98,126,2854.0,3158,1,,,,,
4113,6289,monthly,1995-04-05,1.0,1784.5,280,3478761,73347,,,F,1949-04-07,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,1,1996-08-11,85632.0,48.0,1784.0,C
4114,6306,monthly,1997-03-04,,,68,492005,-192,,,M,1977-03-05,64,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,1,,,,,
4115,6321,monthly,1994-09-10,,,264,2860369,19269,,,M,1948-01-11,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.2,0.43,167,85677.0,99107,1,,,,,
4116,6353,monthly,1993-11-26,3.0,7902.0,462,3206870,66201,classic,1998-01-22,M,1953-04-05,26,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.6,3.09,131,6041.0,6261,1,1995-02-12,79920.0,60.0,1332.0,C
4117,6358,monthly,1995-05-27,2.0,18708.8,282,3187429,36829,,,M,1962-04-07,3,Beroun,central Bohemia,75232,55,26,4,1,5,41.7,8980,1.9,2.21,111,2824.0,2813,1,1996-08-06,270384.0,48.0,5633.0,C
