,account_id,district_id,frequency,date
3394,3572,65,POPLATEK MESICNE,1995-11-12
3395,3573,59,POPLATEK MESICNE,1996-06-27
3396,3574,72,POPLATEK MESICNE,1997-03-08
3397,3575,7,POPLATEK MESICNE,1993-09-08
3398,3576,58,POPLATEK MESICNE,1994-11-07
3399,3577,74,POPLATEK MESICNE,1997-05-11
3400,3578,1,POPLATEK MESICNE,1996-02-17
3401,3579,53,POPLATEK MESICNE,1994-09-02
3402,3580,43,POPLATEK MESICNE,1993-08-01
3403,3581,66,POPLATEK MESICNE,1997-03-26
3404,3582,19,POPLATEK MESICNE,1995-08-26
3405,3583,40,POPLATEK MESICNE,1995-02-03
3406,3584,55,POPLATEK MESICNE,1996-06-12
3407,3585,1,POPLATEK MESICNE,1996-06-23
3408,3586,59,POPLATEK MESICNE,1993-03-27
3409,3587,64,POPLATEK MESICNE,1995-12-24
3410,3588,33,POPLATEK MESICNE,1996-06-28
3411,3589,5,POPLATEK MESICNE,1996-11-13
3412,3590,57,POPLATEK MESICNE,1996-06-02
3413,3591,1,POPLATEK PO OBRATU,1996-06-09
3414,3592,54,POPLATEK MESICNE,1993-01-08
3415,3593,1,POPLATEK MESICNE,1993-02-18
3416,3594,29,POPLATEK MESICNE,1993-12-30
3417,3595,30,POPLATEK MESICNE,1994-05-01
3418,3596,59,POPLATEK MESICNE,1996-04-23
3419,3597,1,POPLATEK PO OBRATU,1996-02-11
3420,3598,76,POPLATEK MESICNE,1997-11-02
3421,3599,63,POPLATEK MESICNE,1994-03-20
3422,3600,27,POPLATEK MESICNE,1993-08-10
3423,3601,54,POPLATEK MESICNE,1995-06-13
3424,3602,18,POPLATEK MESICNE,1996-12-03
3425,3603,3,POPLATEK MESICNE,1997-09-17
3426,3604,75,POPLATEK MESICNE,1993-12-22
3427,3605,3,POPLATEK MESICNE,1996-03-24
3428,3606,1,POPLATEK MESICNE,1996-04-18
3429,3608,72,POPLATEK TYDNE,1994-08-30
3430,3609,28,POPLATEK MESICNE,1993-08-03
3431,3610,1,POPLATEK MESICNE,1997-09-22
3432,3612,70,POPLATEK MESICNE,1994-08-27
3433,3613,43,POPLATEK MESICNE,1993-08-10
3434,3614,19,POPLATEK MESICNE,1996-08-07
3435,3615,46,POPLATEK MESICNE,1996-11-05
3436,3616,50,POPLATEK MESICNE,1997-12-15
3437,3617,22,POPLATEK MESICNE,1993-11-15
3438,3618,29,POPLATEK MESICNE,1993-09-29
3439,3620,14,POPLATEK MESICNE,1997-02-06
3440,3621,32,POPLATEK MESICNE,1994-12-25
3441,3622,53,POPLATEK MESICNE,1994-10-15
3442,3623,59,POPLATEK MESICNE,1995-02-12
3443,3624,32,POPLATEK TYDNE,1995-05-30
3444,3625,3,POPLATEK MESICNE,1994-08-22
3445,3626,51,POPLATEK MESICNE,1996-11-05
3446,3628,70,POPLATEK MESICNE,1995-09-12
3447,3629,48,POPLATEK MESICNE,1993-07-27
3448,3631,1,POPLATEK MESICNE,1995-08-13
3449,3632,56,POPLATEK TYDNE,1996-04-06
3450,3633,18,POPLATEK MESICNE,1997-02-06
3451,3634,21,POPLATEK MESICNE,1997-04-16
3452,3635,10,POPLATEK MESICNE,1997-05-04
3453,3636,21,POPLATEK MESICNE,1994-05-22
3454,3637,53,POPLATEK MESICNE,1995-10-28
3455,3638,52,POPLATEK PO OBRATU,1996-01-10
3456,3639,4,POPLATEK MESICNE,1997-01-08
3457,3640,10,POPLATEK MESICNE,1993-11-05
3458,3641,7,POPLATEK MESICNE,1995-01-09
3459,3643,1,POPLATEK MESICNE,1994-12-22
3460,3644,38,POPLATEK MESICNE,1993-04-13
3461,3645,36,POPLATEK MESICNE,1996-06-18
3462,3646,63,POPLATEK TYDNE,1995-10-20
3463,3647,77,POPLATEK MESICNE,1996-06-17
3464,3648,61,POPLATEK MESICNE,1996-05-06
3465,3649,54,POPLATEK MESICNE,1993-05-14
3466,3650,8,POPLATEK MESICNE,1994-06-05
3467,3651,23,POPLATEK MESICNE,1993-02-27
3468,3652,36,POPLATEK MESICNE,1997-03-02
3469,3653,31,POPLATEK MESICNE,1994-05-03
3470,3654,47,POPLATEK MESICNE,1993-07-13
3471,3655,1,POPLATEK MESICNE,1995-12-24
3472,3656,53,POPLATEK MESICNE,1993-08-06
3473,3657,62,POPLATEK MESICNE,1997-09-19
3474,3658,24,POPLATEK MESICNE,1997-03-25
3475,3659,54,POPLATEK MESICNE,1997-02-01
3476,3660,74,POPLATEK MESICNE,1993-11-14
3477,3661,50,POPLATEK MESICNE,1996-01-11
3478,3662,4,POPLATEK MESICNE,1997-05-26
3479,3663,67,POPLATEK MESICNE,1994-11-06
3480,3664,1,POPLATEK MESICNE,1996-04-28
3481,3665,28,POPLATEK MESICNE,1997-06-28
3482,3667,55,POPLATEK MESICNE,1994-01-26
3483,3668,1,POPLATEK MESICNE,1996-06-15
3484,3669,76,POPLATEK MESICNE,1993-12-22
3485,3670,27,POPLATEK MESICNE,1993-06-04
3486,3671,21,POPLATEK MESICNE,1997-09-17
3487,3672,26,POPLATEK MESICNE,1996-03-19
3488,3673,30,POPLATEK MESICNE,1996-01-12
3489,3674,38,POPLATEK MESICNE,1993-03-12
3490,3675,64,POPLATEK MESICNE,1993-03-20
3491,3676,58,POPLATEK MESICNE,1996-06-08
3492,3677,1,POPLATEK MESICNE,1995-10-04
3493,3678,1,POPLATEK MESICNE,1993-03-24
3494,3679,64,POPLATEK MESICNE,1995-08-15
3495,3680,27,POPLATEK MESICNE,1996-02-16
3496,3681,70,POPLATEK MESICNE,1997-01-25
3497,3682,70,POPLATEK MESICNE,1993-06-07
3498,3683,33,POPLATEK MESICNE,1993-08-13
3499,3684,23,POPLATEK MESICNE,1994-03-04
3500,3686,77,POPLATEK MESICNE,1997-08-03
3501,3687,71,POPLATEK MESICNE,1993-11-06
3502,3688,70,POPLATEK MESICNE,1993-11-10
3503,3689,8,POPLATEK MESICNE,1995-11-29
3504,3690,67,POPLATEK PO OBRATU,1996-10-18
3505,3691,50,POPLATEK MESICNE,1993-02-19
3506,3692,70,POPLATEK MESICNE,1997-04-21
3507,3693,61,POPLATEK MESICNE,1993-01-29
3508,3694,70,POPLATEK MESICNE,1996-07-06
3509,3695,30,POPLATEK MESICNE,1997-04-02
3510,3696,1,POPLATEK MESICNE,1996-06-22
3511,3697,45,POPLATEK MESICNE,1993-04-29
3512,3698,1,POPLATEK MESICNE,1996-03-03
3513,3699,50,POPLATEK MESICNE,1993-08-05
3514,3700,1,POPLATEK MESICNE,1997-06-03
3515,3701,76,POPLATEK MESICNE,1993-10-06
3516,3702,53,POPLATEK MESICNE,1995-04-13
3517,3703,74,POPLATEK MESICNE,1997-06-18
3518,3704,75,POPLATEK MESICNE,1993-01-24
3519,3705,20,POPLATEK MESICNE,1997-10-24
3520,3706,8,POPLATEK MESICNE,1996-04-04
3521,3708,64,POPLATEK MESICNE,1996-11-24
3522,3709,74,POPLATEK MESICNE,1996-03-05
3523,3710,1,POPLATEK MESICNE,1995-02-25
3524,3711,3,POPLATEK MESICNE,1997-05-08
3525,3712,3,POPLATEK MESICNE,1994-09-13
3526,3713,14,POPLATEK TYDNE,1993-06-08
3527,3714,2,POPLATEK TYDNE,1994-04-21
3528,3715,74,POPLATEK MESICNE,1997-11-27
3529,3716,1,POPLATEK MESICNE,1997-04-14
3530,3717,56,POPLATEK MESICNE,1994-05-20
3531,3718,63,POPLATEK MESICNE,1994-04-16
3532,3719,37,POPLATEK MESICNE,1997-06-19
3533,3720,36,POPLATEK MESICNE,1993-07-30
3534,3721,22,POPLATEK MESICNE,1996-02-21
3535,3722,76,POPLATEK MESICNE,1997-12-07
3536,3723,2,POPLATEK MESICNE,1996-06-14
3537,3724,16,POPLATEK MESICNE,1997-08-06
3538,3725,33,POPLATEK MESICNE,1995-06-11
3539,3726,54,POPLATEK MESICNE,1996-07-14
3540,3727,66,POPLATEK MESICNE,1996-01-19
3541,3728,10,POPLATEK MESICNE,1994-08-18
3542,3729,31,POPLATEK MESICNE,1995-04-14
3543,3730,17,POPLATEK MESICNE,1994-09-08
3544,3731,70,POPLATEK MESICNE,1996-05-20
3545,3732,21,POPLATEK MESICNE,1997-05-25
3546,3733,33,POPLATEK MESICNE,1996-07-22
3547,3734,43,POPLATEK MESICNE,1993-03-08
3548,3735,1,POPLATEK MESICNE,1995-04-27
3549,3736,54,POPLATEK MESICNE,1996-05-08
3550,3737,34,POPLATEK MESICNE,1995-03-01
3551,3738,51,POPLATEK MESICNE,1993-08-01
3552,3739,1,POPLATEK MESICNE,1997-03-25
3553,3741,65,POPLATEK MESICNE,1996-08-18
3554,3742,59,POPLATEK MESICNE,1997-05-11
3555,3743,1,POPLATEK MESICNE,1996-03-22
3556,3745,5,POPLATEK MESICNE,1993-08-04
3557,3746,70,POPLATEK MESICNE,1996-06-04
3558,3747,1,POPLATEK MESICNE,1994-05-01
3559,3748,1,POPLATEK MESICNE,1993-07-10
3560,3749,68,POPLATEK MESICNE,1996-08-10
3561,3750,77,POPLATEK MESICNE,1995-03-18
3562,3751,9,POPLATEK MESICNE,1993-09-15
3563,3752,1,POPLATEK MESICNE,1994-11-25
3564,3753,28,POPLATEK MESICNE,1995-02-24
3565,3754,37,POPLATEK TYDNE,1996-02-19
3566,3755,64,POPLATEK MESICNE,1996-01-20
3567,3756,39,POPLATEK TYDNE,1994-10-17
3568,3757,64,POPLATEK MESICNE,1997-09-24
3569,3758,38,POPLATEK MESICNE,1995-09-19
3570,3759,1,POPLATEK MESICNE,1993-12-29
3571,3760,44,POPLATEK MESICNE,1993-01-13
3572,3763,55,POPLATEK MESICNE,1995-08-23
3573,3764,69,POPLATEK MESICNE,1995-11-05
3574,3765,32,POPLATEK MESICNE,1996-11-14
3575,3766,29,POPLATEK PO OBRATU,1996-10-18
3576,3767,1,POPLATEK MESICNE,1995-11-15
3577,3768,52,POPLATEK MESICNE,1997-06-06
3578,3769,3,POPLATEK MESICNE,1996-05-14
3579,3770,23,POPLATEK MESICNE,1995-09-20
3580,3771,22,POPLATEK MESICNE,1993-06-11
3581,3772,7,POPLATEK MESICNE,1995-11-20
3582,3773,10,POPLATEK MESICNE,1997-05-04
3583,3774,72,POPLATEK MESICNE,1996-08-30
3584,3775,19,POPLATEK MESICNE,1993-06-27
3585,3776,1,POPLATEK MESICNE,1996-10-16
3586,3777,70,POPLATEK MESICNE,1995-01-19
3587,3778,52,POPLATEK MESICNE,1993-07-04
3588,3779,74,POPLATEK MESICNE,1995-07-08
3589,3780,44,POPLATEK MESICNE,1995-11-25
3590,3781,31,POPLATEK MESICNE,1993-03-26
3591,3782,9,POPLATEK TYDNE,1997-03-17
3592,3783,40,POPLATEK MESICNE,1995-11-29
3593,3784,25,POPLATEK MESICNE,1996-01-22
3594,3785,10,POPLATEK MESICNE,1993-03-24
3595,3786,21,POPLATEK MESICNE,1993-06-22
3596,3787,70,POPLATEK MESICNE,1993-02-19
3597,3788,70,POPLATEK MESICNE,1993-04-10
3598,3789,6,POPLATEK MESICNE,1996-08-18
3599,3790,1,POPLATEK TYDNE,1997-05-13
3600,3791,1,POPLATEK TYDNE,1996-05-03
3601,3792,10,POPLATEK MESICNE,1993-08-11
3602,3793,5,POPLATEK MESICNE,1996-06-28
3603,3794,20,POPLATEK MESICNE,1997-02-03
3604,3795,36,POPLATEK MESICNE,1996-03-18
3605,3796,53,POPLATEK MESICNE,1993-05-25
3606,3797,64,POPLATEK MESICNE,1994-09-03
3607,3798,15,POPLATEK MESICNE,1997-08-27
3608,3799,74,POPLATEK MESICNE,1996-11-29
3609,3800,30,POPLATEK MESICNE,1996-09-16
3610,3801,1,POPLATEK MESICNE,1996-06-20
3611,3802,44,POPLATEK MESICNE,1996-04-18
3612,3803,61,POPLATEK MESICNE,1996-01-26
3613,3804,7,POPLATEK MESICNE,1994-04-07
3614,3805,9,POPLATEK MESICNE,1994-07-02
3615,3806,36,POPLATEK MESICNE,1996-04-18
3616,3807,53,POPLATEK MESICNE,1995-09-05
3617,3808,38,POPLATEK MESICNE,1993-08-11
3618,3809,1,POPLATEK MESICNE,1996-11-21
3619,3810,43,POPLATEK MESICNE,1995-06-22
3620,3811,1,POPLATEK MESICNE,1996-10-26
3621,3812,72,POPLATEK MESICNE,1995-01-16
3622,3813,1,POPLATEK MESICNE,1997-10-09
3623,3814,74,POPLATEK MESICNE,1995-12-27
3624,3815,1,POPLATEK MESICNE,1996-03-24
3625,3816,25,POPLATEK MESICNE,1996-04-21
3626,3817,70,POPLATEK MESICNE,1995-02-10
3627,3818,74,POPLATEK MESICNE,1993-01-01
3628,3819,69,POPLATEK MESICNE,1996-11-11
3629,3820,1,POPLATEK MESICNE,1993-11-14
3630,3821,18,POPLATEK MESICNE,1996-04-18
3631,3822,8,POPLATEK MESICNE,1993-09-22
3632,3823,74,POPLATEK MESICNE,1995-04-19
3633,3824,41,POPLATEK MESICNE,1994-03-20
3634,3825,7,POPLATEK MESICNE,1993-12-14
3635,3826,34,POPLATEK MESICNE,1995-03-05
3636,3827,1,POPLATEK MESICNE,1994-10-04
3637,3828,44,POPLATEK MESICNE,1997-08-28
3638,3830,56,POPLATEK MESICNE,1997-04-20
3639,3832,45,POPLATEK MESICNE,1996-01-22
3640,3833,77,POPLATEK MESICNE,1997-07-13
3641,3834,54,POPLATEK MESICNE,1993-01-19
3642,3835,50,POPLATEK MESICNE,1993-03-16
3643,3836,68,POPLATEK MESICNE,1997-12-09
3644,3837,48,POPLATEK PO OBRATU,1993-08-26
3645,3838,3,POPLATEK MESICNE,1994-05-02
3646,3839,1,POPLATEK MESICNE,1995-02-21
3647,3840,76,POPLATEK MESICNE,1994-02-19
3648,3841,8,POPLATEK MESICNE,1995-01-22
3649,3842,1,POPLATEK MESICNE,1997-03-12
3650,3843,62,POPLATEK MESICNE,1996-10-02
3651,3844,67,POPLATEK MESICNE,1993-05-23
3652,3845,48,POPLATEK MESICNE,1995-05-14
3653,3846,61,POPLATEK MESICNE,1997-04-27
3654,3847,33,POPLATEK MESICNE,1995-06-13
3655,3848,20,POPLATEK MESICNE,1996-07-10
3656,3849,75,POPLATEK MESICNE,1994-10-21
3657,3850,8,POPLATEK MESICNE,1993-08-09
3658,3851,1,POPLATEK MESICNE,1997-02-27
3659,3852,20,POPLATEK MESICNE,1997-09-14
3660,3854,8,POPLATEK MESICNE,1996-04-18
3661,3855,33,POPLATEK MESICNE,1995-09-04
3662,3856,45,POPLATEK MESICNE,1996-12-03
3663,3857,54,POPLATEK MESICNE,1997-10-22
3664,3858,2,POPLATEK MESICNE,1995-12-14
3665,3859,53,POPLATEK MESICNE,1996-04-23
3666,3860,4,POPLATEK MESICNE,1994-10-11
3667,3861,2,POPLATEK MESICNE,1997-01-30
3668,3862,1,POPLATEK MESICNE,1996-11-23
3669,3863,15,POPLATEK MESICNE,1993-09-14
3670,3864,33,POPLATEK MESICNE,1996-07-01
3671,3865,50,POPLATEK MESICNE,1995-02-09
3672,3866,60,POPLATEK MESICNE,1995-09-05
3673,3867,1,POPLATEK MESICNE,1997-07-19
3674,3868,43,POPLATEK MESICNE,1993-08-21
3675,3869,72,POPLATEK MESICNE,1994-09-13
3676,3870,38,POPLATEK MESICNE,1997-01-08
3677,3871,26,POPLATEK MESICNE,1993-01-08
3678,3872,25,POPLATEK MESICNE,1997-05-21
3679,3874,51,POPLATEK MESICNE,1995-06-02
3680,3875,44,POPLATEK MESICNE,1997-10-18
3681,3876,69,POPLATEK MESICNE,1994-02-13
3682,3877,59,POPLATEK MESICNE,1996-10-22
3683,3878,23,POPLATEK MESICNE,1994-10-07
3684,3880,3,POPLATEK MESICNE,1996-07-28
3685,3881,21,POPLATEK MESICNE,1996-03-04
3686,3882,10,POPLATEK MESICNE,1993-07-09
3687,3883,72,POPLATEK MESICNE,1993-03-15
3688,3884,1,POPLATEK MESICNE,1996-11-14
3689,3885,51,POPLATEK MESICNE,1997-04-01
3690,3886,1,POPLATEK MESICNE,1994-02-20
3691,3887,62,POPLATEK MESICNE,1996-05-08
3692,3888,39,POPLATEK MESICNE,1993-05-27
3693,3889,16,POPLATEK MESICNE,1997-07-03
3694,3890,50,POPLATEK MESICNE,1996-02-10
3695,3891,1,POPLATEK MESICNE,1993-08-18
3696,3892,43,POPLATEK MESICNE,1993-10-25
3697,3893,42,POPLATEK MESICNE,1996-12-13
3698,3894,52,POPLATEK MESICNE,1996-09-25
3699,3895,27,POPLATEK MESICNE,1995-07-14
3700,3896,45,POPLATEK MESICNE,1995-08-17
3701,3897,13,POPLATEK MESICNE,1997-04-16
3702,3898,70,POPLATEK MESICNE,1994-02-07
3703,3899,22,POPLATEK MESICNE,1996-06-25
3704,3901,12,POPLATEK MESICNE,1997-08-30
3705,3902,1,POPLATEK MESICNE,1995-08-08
3706,3903,58,POPLATEK MESICNE,1994-12-19
3707,3904,18,POPLATEK MESICNE,1996-10-05
3708,3905,54,POPLATEK PO OBRATU,1997-05-28
3709,3906,52,POPLATEK MESICNE,1997-07-08
3710,3907,37,POPLATEK MESICNE,1996-04-18
3711,3908,13,POPLATEK MESICNE,1997-01-16
3712,3909,1,POPLATEK MESICNE,1993-01-14
3713,3910,10,POPLATEK MESICNE,1997-01-19
3714,3911,32,POPLATEK MESICNE,1997-12-16
3715,3912,2,POPLATEK MESICNE,1994-05-04
3716,3913,23,POPLATEK MESICNE,1996-10-04
3717,3914,33,POPLATEK MESICNE,1995-09-05
3718,3915,65,POPLATEK MESICNE,1993-04-02
3719,3916,8,POPLATEK MESICNE,1997-09-28
3720,3917,1,POPLATEK MESICNE,1996-03-30
3721,3918,53,POPLATEK MESICNE,1993-12-09
3722,3919,34,POPLATEK MESICNE,1997-10-18
3723,3920,74,POPLATEK MESICNE,1993-09-01
3724,3921,18,POPLATEK MESICNE,1994-07-17
3725,3922,68,POPLATEK MESICNE,1997-10-22
3726,3923,52,POPLATEK MESICNE,1993-03-30
3727,3924,70,POPLATEK MESICNE,1996-02-24
3728,3925,1,POPLATEK MESICNE,1995-09-05
3729,3926,72,POPLATEK MESICNE,1994-09-11
3730,3927,56,POPLATEK MESICNE,1993-10-22
3731,3928,24,POPLATEK MESICNE,1996-05-08
3732,3930,37,POPLATEK MESICNE,1995-04-25
3733,3931,28,POPLATEK MESICNE,1996-02-05
3734,3932,74,POPLATEK MESICNE,1996-07-25
3735,3933,61,POPLATEK MESICNE,1996-02-11
3736,3934,6,POPLATEK MESICNE,1997-12-23
3737,3935,23,POPLATEK MESICNE,1993-03-08
3738,3936,39,POPLATEK MESICNE,1995-05-04
3739,3937,76,POPLATEK MESICNE,1996-01-10
3740,3938,57,POPLATEK MESICNE,1993-11-17
3741,3939,70,POPLATEK MESICNE,1993-07-08
3742,3940,35,POPLATEK TYDNE,1995-05-07
3743,3941,7,POPLATEK MESICNE,1996-12-26
3744,3942,27,POPLATEK TYDNE,1996-05-10
3745,3943,71,POPLATEK MESICNE,1996-03-06
3746,3944,22,POPLATEK MESICNE,1995-10-08
3747,3945,50,POPLATEK MESICNE,1995-11-07
3748,3946,70,POPLATEK MESICNE,1996-07-16
3749,3947,76,POPLATEK MESICNE,1996-01-23
3750,3948,1,POPLATEK MESICNE,1993-11-09
3751,3949,54,POPLATEK MESICNE,1996-01-11
3752,3950,48,POPLATEK MESICNE,1997-09-01
3753,3951,22,POPLATEK MESICNE,1997-06-02
3754,3952,26,POPLATEK MESICNE,1996-03-08
3755,3953,1,POPLATEK MESICNE,1997-06-16
3756,3954,22,POPLATEK MESICNE,1993-06-25
3757,3955,64,POPLATEK MESICNE,1993-07-14
3758,3956,6,POPLATEK MESICNE,1996-10-28
3759,3957,33,POPLATEK TYDNE,1996-06-13
3760,3958,59,POPLATEK MESICNE,1997-12-28
3761,3959,1,POPLATEK TYDNE,1997-02-15
3762,3960,64,POPLATEK MESICNE,1993-02-06
3763,3961,52,POPLATEK MESICNE,1997-01-24
3764,3962,54,POPLATEK MESICNE,1996-12-13
3765,3963,9,POPLATEK MESICNE,1997-10-27
3766,3964,25,POPLATEK MESICNE,1997-01-25
3767,3965,31,POPLATEK MESICNE,1993-05-04
3768,3966,42,POPLATEK MESICNE,1996-01-09
3769,3967,54,POPLATEK MESICNE,1996-09-22
3770,3968,36,POPLATEK MESICNE,1996-01-01
3771,3969,39,POPLATEK MESICNE,1993-06-20
3772,3970,24,POPLATEK MESICNE,1995-11-28
3773,3971,75,POPLATEK MESICNE,1997-03-13
3774,3972,51,POPLATEK MESICNE,1993-10-11
3775,3973,20,POPLATEK MESICNE,1995-11-27
3776,3974,55,POPLATEK MESICNE,1996-03-08
3777,3975,20,POPLATEK MESICNE,1994-10-02
3778,3976,74,POPLATEK MESICNE,1996-04-15
3779,3977,7,POPLATEK MESICNE,1993-09-25
3780,3978,59,POPLATEK MESICNE,1995-02-18
3781,3979,37,POPLATEK MESICNE,1996-02-14
3782,3980,75,POPLATEK MESICNE,1993-04-03
3783,3981,23,POPLATEK MESICNE,1995-01-15
3784,3982,26,POPLATEK MESICNE,1993-07-27
3785,3983,67,POPLATEK MESICNE,1993-02-04
3786,3984,51,POPLATEK MESICNE,1996-12-14
3787,3985,1,POPLATEK MESICNE,1997-07-13
3788,3986,19,POPLATEK MESICNE,1997-06-20
3789,3987,25,POPLATEK MESICNE,1997-09-14
3790,3988,23,POPLATEK MESICNE,1997-05-04
3791,3989,19,POPLATEK MESICNE,1995-03-11
3792,3990,77,POPLATEK MESICNE,1997-02-04
3793,3991,1,POPLATEK MESICNE,1996-12-28
3794,3992,43,POPLATEK MESICNE,1997-12-16
3795,3993,54,POPLATEK MESICNE,1996-01-24
3796,3994,15,POPLATEK MESICNE,1996-03-14
3797,3995,12,POPLATEK MESICNE,1995-08-27
3798,3996,1,POPLATEK MESICNE,1997-06-22
3799,3997,62,POPLATEK MESICNE,1994-01-13
3800,3998,2,POPLATEK MESICNE,1996-04-20
3801,3999,35,POPLATEK MESICNE,1993-05-06
3802,4000,7,POPLATEK MESICNE,1993-08-02
3803,4001,54,POPLATEK MESICNE,1995-02-04
3804,4003,25,POPLATEK MESICNE,1997-08-22
3805,4008,27,POPLATEK MESICNE,1996-03-23
3806,4009,56,POPLATEK MESICNE,1994-02-20
3807,4010,30,POPLATEK MESICNE,1996-08-19
3808,4013,73,POPLATEK PO OBRATU,1993-10-08
3809,4014,56,POPLATEK PO OBRATU,1995-05-15
3810,4026,58,POPLATEK MESICNE,1997-02-06
3811,4033,57,POPLATEK MESICNE,1996-11-19
3812,4034,1,POPLATEK MESICNE,1993-01-18
3813,4035,1,POPLATEK MESICNE,1993-07-25
3814,4047,45,POPLATEK TYDNE,1995-09-29
3815,4052,36,POPLATEK TYDNE,1997-01-25
3816,4055,23,POPLATEK MESICNE,1993-01-24
3817,4059,34,POPLATEK MESICNE,1993-10-08
3818,4066,72,POPLATEK MESICNE,1994-05-24
3819,4069,38,POPLATEK MESICNE,1996-11-17
3820,4071,64,POPLATEK MESICNE,1996-08-03
3821,4078,40,POPLATEK MESICNE,1993-01-30
3822,4079,52,POPLATEK MESICNE,1993-11-03
3823,4081,11,POPLATEK MESICNE,1995-07-22
3824,4082,49,POPLATEK MESICNE,1994-11-08
3825,4086,66,POPLATEK MESICNE,1996-07-17
3826,4088,45,POPLATEK MESICNE,1996-03-01
3827,4090,72,POPLATEK MESICNE,1996-10-11
3828,4091,9,POPLATEK MESICNE,1997-08-04
3829,4092,74,POPLATEK MESICNE,1996-03-13
3830,4093,1,POPLATEK MESICNE,1993-03-25
3831,4099,54,POPLATEK MESICNE,1996-05-26
3832,4102,60,POPLATEK MESICNE,1996-11-13
3833,4103,38,POPLATEK MESICNE,1995-01-25
3834,4105,58,POPLATEK MESICNE,1995-05-08
3835,4109,54,POPLATEK MESICNE,1995-02-09
3836,4116,6,POPLATEK MESICNE,1997-10-05
3837,4119,77,POPLATEK MESICNE,1993-10-18
3838,4121,54,POPLATEK MESICNE,1995-06-08
3839,4127,50,POPLATEK MESICNE,1996-05-03
3840,4128,64,POPLATEK MESICNE,1997-09-26
3841,4130,70,POPLATEK MESICNE,1997-06-01
3842,4131,5,POPLATEK MESICNE,1994-08-19
3843,4132,36,POPLATEK MESICNE,1997-10-02
3844,4134,7,POPLATEK MESICNE,1993-03-03
3845,4140,28,POPLATEK MESICNE,1997-12-05
3846,4143,55,POPLATEK MESICNE,1997-10-07
3847,4144,1,POPLATEK MESICNE,1996-08-19
3848,4150,65,POPLATEK MESICNE,1997-07-05
3849,4156,42,POPLATEK MESICNE,1997-06-27
3850,4158,27,POPLATEK MESICNE,1997-09-04
3851,4159,74,POPLATEK MESICNE,1993-07-09
3852,4161,1,POPLATEK MESICNE,1995-02-23
3853,4171,28,POPLATEK MESICNE,1993-06-12
3854,4173,1,POPLATEK MESICNE,1993-11-08
3855,4186,1,POPLATEK MESICNE,1996-08-25
3856,4190,62,POPLATEK MESICNE,1995-10-04
3857,4195,67,POPLATEK MESICNE,1994-05-21
3858,4204,21,POPLATEK MESICNE,1996-01-29
3859,4208,1,POPLATEK MESICNE,1997-04-08
3860,4214,1,POPLATEK MESICNE,1996-03-21
3861,4225,55,POPLATEK MESICNE,1993-05-18
3862,4237,18,POPLATEK MESICNE,1993-11-29
3863,4240,50,POPLATEK MESICNE,1993-02-08
3864,4245,52,POPLATEK MESICNE,1994-05-02
3865,4253,43,POPLATEK MESICNE,1996-01-16
3866,4254,70,POPLATEK MESICNE,1993-05-04
3867,4255,70,POPLATEK TYDNE,1993-11-08
3868,4258,51,POPLATEK MESICNE,1995-08-26
3869,4259,66,POPLATEK MESICNE,1994-04-08
3870,4260,56,POPLATEK MESICNE,1993-10-14
3871,4263,5,POPLATEK MESICNE,1995-07-17
3872,4264,28,POPLATEK MESICNE,1993-12-07
3873,4266,54,POPLATEK MESICNE,1997-02-05
3874,4268,77,POPLATEK MESICNE,1997-02-20
3875,4269,26,POPLATEK MESICNE,1995-12-24
3876,4273,15,POPLATEK MESICNE,1996-03-11
3877,4276,43,POPLATEK MESICNE,1994-07-09
3878,4283,39,POPLATEK MESICNE,1994-10-16
3879,4286,43,POPLATEK MESICNE,1996-11-11
3880,4287,1,POPLATEK MESICNE,1993-10-17
3881,4293,64,POPLATEK PO OBRATU,1996-02-04
3882,4296,63,POPLATEK MESICNE,1993-01-28
3883,4301,1,POPLATEK MESICNE,1997-06-26
3884,4309,74,POPLATEK TYDNE,1997-06-25
3885,4318,33,POPLATEK TYDNE,1993-04-13
3886,4320,61,POPLATEK MESICNE,1996-07-23
3887,4321,47,POPLATEK MESICNE,1993-04-18
3888,4328,72,POPLATEK MESICNE,1994-06-17
3889,4329,1,POPLATEK MESICNE,1994-02-17
3890,4330,47,POPLATEK MESICNE,1995-07-05
3891,4332,74,POPLATEK MESICNE,1997-12-23
3892,4336,2,POPLATEK MESICNE,1997-07-08
3893,4337,29,POPLATEK MESICNE,1993-11-16
3894,4342,74,POPLATEK MESICNE,1996-04-29
3895,4343,31,POPLATEK MESICNE,1993-11-22
3896,4346,25,POPLATEK MESICNE,1996-03-15
3897,4347,1,POPLATEK MESICNE,1993-03-27
3898,4349,74,POPLATEK MESICNE,1996-09-16
3899,4350,63,POPLATEK MESICNE,1993-04-04
3900,4352,2,POPLATEK MESICNE,1993-07-05
3901,4354,38,POPLATEK MESICNE,1997-01-08
3902,4355,31,POPLATEK MESICNE,1993-02-21
3903,4356,47,POPLATEK MESICNE,1994-01-26
3904,4358,5,POPLATEK MESICNE,1997-02-12
3905,4361,69,POPLATEK MESICNE,1996-03-11
3906,4368,1,POPLATEK MESICNE,1995-01-16
3907,4375,39,POPLATEK MESICNE,1996-10-28
3908,4377,28,POPLATEK MESICNE,1993-04-24
3909,4379,44,POPLATEK MESICNE,1996-06-28
3910,4383,73,POPLATEK MESICNE,1996-11-10
