,Total day charge,Total intl calls,Area code_415,Area code_510,Total eve minutes,Total day minutes,Total day calls,Voice mail plan,Area code_408,Customer service calls,International plan,Churn,Number vmail messages,Total intl minutes,Total intl charge,Total eve charge
2604,30.46,5.0,1.0,0.0,283.2,179.2,105.0,1.0,0.0,1.0,0.0,0.0,30.0,14.7,3.97,24.07
2605,48.65,4.0,0.0,1.0,187.2,286.2,61.0,0.0,0.0,2.0,1.0,1.0,0.0,11.0,2.97,15.91
2606,45.56,1.0,0.0,0.0,153.6,268.0,115.0,0.0,1.0,3.0,0.0,0.0,0.0,17.0,4.59,13.06
2607,23.38,5.0,1.0,0.0,198.1,137.5,110.0,0.0,0.0,2.0,0.0,0.0,0.0,13.3,3.59,16.84
2608,22.93,2.0,0.0,1.0,221.5,134.9,79.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,4.05,18.83
2609,39.81,2.0,1.0,0.0,216.7,234.2,76.0,0.0,0.0,1.0,0.0,0.0,0.0,13.9,3.75,18.42
2610,29.77,6.0,1.0,0.0,171.9,175.1,73.0,0.0,0.0,1.0,0.0,0.0,0.0,7.3,1.97,14.61
2611,24.17,5.0,0.0,0.0,262.4,142.2,107.0,0.0,1.0,1.0,0.0,0.0,0.0,10.1,2.73,22.3
2612,22.51,1.0,0.0,1.0,200.3,132.4,81.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.62,17.03
2613,16.63,2.0,1.0,0.0,207.2,97.8,98.0,1.0,0.0,0.0,0.0,0.0,24.0,5.9,1.59,17.61
2614,45.37,6.0,1.0,0.0,229.7,266.9,83.0,0.0,0.0,3.0,0.0,1.0,0.0,11.0,2.97,19.52
2615,34.03,3.0,1.0,0.0,244.9,200.2,92.0,0.0,0.0,1.0,0.0,0.0,0.0,8.8,2.38,20.82
2616,33.73,5.0,0.0,1.0,249.5,198.4,121.0,0.0,0.0,1.0,1.0,0.0,0.0,10.5,2.84,21.21
2617,30.65,6.0,1.0,0.0,208.0,180.3,67.0,0.0,0.0,2.0,0.0,0.0,0.0,12.8,3.46,17.68
2618,14.67,1.0,1.0,0.0,238.7,86.3,84.0,0.0,0.0,2.0,0.0,0.0,0.0,12.5,3.38,20.29
2619,40.95,8.0,0.0,0.0,167.4,240.9,108.0,0.0,1.0,3.0,0.0,0.0,0.0,14.7,3.97,14.23
2620,35.31,5.0,0.0,0.0,217.5,207.7,109.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,2.16,18.49
2621,38.15,2.0,0.0,1.0,146.0,224.4,114.0,1.0,0.0,1.0,0.0,0.0,22.0,8.8,2.38,12.41
2622,28.03,9.0,1.0,0.0,126.5,164.9,115.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,2.7,10.75
2623,39.27,5.0,1.0,0.0,222.3,231.0,85.0,1.0,0.0,2.0,0.0,0.0,43.0,8.3,2.24,18.9
2624,18.24,3.0,0.0,0.0,238.2,107.3,140.0,0.0,1.0,4.0,0.0,1.0,0.0,10.0,2.7,20.25
2625,31.45,8.0,0.0,0.0,182.5,185.0,122.0,0.0,1.0,1.0,0.0,0.0,0.0,5.1,1.38,15.51
2626,41.5,4.0,1.0,0.0,203.4,244.1,71.0,1.0,0.0,3.0,0.0,0.0,31.0,7.7,2.08,17.29
2627,37.42,8.0,1.0,0.0,222.2,220.1,105.0,1.0,0.0,0.0,0.0,0.0,30.0,13.1,3.54,18.89
2628,33.92,3.0,1.0,0.0,135.0,199.5,119.0,1.0,0.0,4.0,0.0,1.0,42.0,10.9,2.94,11.48
2629,18.62,9.0,1.0,0.0,286.1,109.5,105.0,0.0,0.0,1.0,0.0,0.0,0.0,4.9,1.32,24.32
2630,31.82,5.0,0.0,0.0,114.7,187.2,110.0,0.0,1.0,1.0,0.0,0.0,0.0,13.2,3.56,9.75
2631,29.26,20.0,0.0,1.0,223.6,172.1,119.0,1.0,0.0,1.0,1.0,1.0,22.0,13.9,3.75,19.01
2632,27.2,4.0,0.0,0.0,215.3,160.0,133.0,0.0,1.0,0.0,0.0,0.0,0.0,9.1,2.46,18.3
2633,8.69,3.0,0.0,0.0,208.6,51.1,106.0,0.0,1.0,1.0,0.0,0.0,0.0,12.3,3.32,17.73
2634,38.71,5.0,1.0,0.0,170.0,227.7,88.0,0.0,0.0,1.0,0.0,0.0,0.0,11.7,3.16,14.45
2635,34.65,2.0,0.0,1.0,205.1,203.8,77.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,2.43,17.43
2636,41.09,3.0,0.0,0.0,165.8,241.7,84.0,1.0,1.0,1.0,0.0,0.0,33.0,11.3,3.05,14.09
2637,13.28,4.0,0.0,1.0,239.3,78.1,70.0,0.0,0.0,1.0,0.0,0.0,0.0,12.3,3.32,20.34
2638,31.93,4.0,0.0,0.0,149.2,187.8,95.0,0.0,1.0,2.0,0.0,0.0,0.0,11.0,2.97,12.68
2639,21.61,3.0,1.0,0.0,228.3,127.1,94.0,1.0,0.0,1.0,0.0,0.0,21.0,7.1,1.92,19.41
2640,26.04,3.0,0.0,1.0,210.8,153.2,78.0,0.0,0.0,1.0,1.0,0.0,0.0,7.8,2.11,17.92
2641,31.64,5.0,0.0,1.0,198.6,186.1,114.0,0.0,0.0,4.0,1.0,1.0,0.0,13.8,3.73,16.88
2642,38.1,7.0,1.0,0.0,238.8,224.1,127.0,1.0,0.0,2.0,0.0,0.0,22.0,11.5,3.11,20.3
2643,34.66,4.0,0.0,0.0,234.0,203.9,109.0,0.0,1.0,4.0,0.0,0.0,0.0,17.8,4.81,19.89
2644,35.92,6.0,1.0,0.0,165.7,211.3,87.0,0.0,0.0,1.0,0.0,0.0,0.0,13.3,3.59,14.08
2645,37.3,4.0,0.0,0.0,225.7,219.4,112.0,0.0,1.0,4.0,1.0,0.0,0.0,12.0,3.24,19.18
2646,32.37,17.0,1.0,0.0,92.0,190.4,91.0,0.0,0.0,2.0,0.0,0.0,0.0,13.6,3.67,7.82
2647,25.11,5.0,1.0,0.0,283.3,147.7,94.0,0.0,0.0,2.0,0.0,0.0,0.0,6.9,1.86,24.08
2648,39.08,4.0,0.0,0.0,144.4,229.9,130.0,0.0,1.0,2.0,0.0,0.0,0.0,14.2,3.83,12.27
2649,17.48,5.0,0.0,0.0,143.7,102.8,128.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,2.7,12.21
2650,30.38,4.0,1.0,0.0,233.7,178.7,81.0,0.0,0.0,1.0,0.0,0.0,0.0,9.1,2.46,19.86
2651,25.25,4.0,1.0,0.0,114.5,148.5,106.0,1.0,0.0,0.0,0.0,0.0,18.0,6.5,1.76,9.73
2652,27.9,9.0,0.0,1.0,219.1,164.1,111.0,1.0,0.0,0.0,0.0,0.0,29.0,12.3,3.32,18.62
2653,33.52,8.0,1.0,0.0,188.5,197.2,90.0,0.0,0.0,1.0,1.0,0.0,0.0,7.8,2.11,16.02
2654,21.23,4.0,1.0,0.0,300.5,124.9,131.0,0.0,0.0,2.0,0.0,0.0,0.0,11.6,3.13,25.54
2655,19.62,6.0,1.0,0.0,209.9,115.4,99.0,0.0,0.0,3.0,0.0,0.0,0.0,15.9,4.29,17.84
2656,23.8,4.0,0.0,1.0,196.4,140.0,101.0,0.0,0.0,4.0,1.0,1.0,0.0,9.7,2.62,16.69
2657,54.59,2.0,0.0,0.0,265.5,321.1,105.0,0.0,1.0,4.0,0.0,1.0,0.0,11.5,3.11,22.57
2658,20.13,3.0,1.0,0.0,249.3,118.4,126.0,0.0,0.0,5.0,0.0,1.0,0.0,13.6,3.67,21.19
2659,32.88,4.0,0.0,0.0,116.9,193.4,99.0,0.0,1.0,2.0,0.0,0.0,0.0,9.3,2.51,9.94
2660,18.12,7.0,1.0,0.0,284.8,106.6,128.0,0.0,0.0,1.0,0.0,0.0,0.0,14.9,4.02,24.21
2661,22.9,5.0,1.0,0.0,189.7,134.7,98.0,0.0,0.0,2.0,0.0,0.0,0.0,11.8,3.19,16.12
2662,26.55,6.0,1.0,0.0,215.5,156.2,77.0,1.0,0.0,2.0,0.0,0.0,36.0,9.9,2.67,18.32
2663,39.29,4.0,1.0,0.0,153.4,231.1,57.0,0.0,0.0,3.0,0.0,0.0,0.0,9.6,2.59,13.04
2664,30.74,6.0,0.0,1.0,288.8,180.8,109.0,0.0,0.0,2.0,0.0,0.0,0.0,14.1,3.81,24.55
2665,39.85,4.0,1.0,0.0,265.9,234.4,113.0,1.0,0.0,0.0,0.0,0.0,25.0,13.7,3.7,22.6
2666,31.37,4.0,0.0,0.0,351.6,184.5,97.0,0.0,1.0,1.0,0.0,0.0,0.0,8.7,2.35,29.89
2667,21.95,6.0,1.0,0.0,228.5,129.1,137.0,0.0,0.0,4.0,0.0,1.0,0.0,12.7,3.43,19.42
2668,56.59,9.0,1.0,0.0,317.8,332.9,67.0,0.0,0.0,4.0,0.0,1.0,0.0,5.4,1.46,27.01
2669,18.77,6.0,1.0,0.0,137.3,110.4,103.0,0.0,0.0,2.0,0.0,0.0,0.0,7.7,2.08,11.67
2670,20.28,1.0,0.0,1.0,215.1,119.3,117.0,0.0,0.0,1.0,0.0,0.0,0.0,11.1,3.0,18.28
2671,24.87,6.0,0.0,0.0,162.5,146.3,128.0,1.0,1.0,0.0,0.0,0.0,30.0,14.5,3.92,13.81
2672,35.92,5.0,1.0,0.0,162.6,211.3,120.0,0.0,0.0,3.0,0.0,0.0,0.0,13.2,3.56,13.82
2673,27.05,3.0,1.0,0.0,231.3,159.1,114.0,0.0,0.0,5.0,0.0,1.0,0.0,8.8,2.38,19.66
2674,31.64,6.0,0.0,0.0,190.2,186.1,112.0,0.0,1.0,2.0,0.0,0.0,0.0,11.4,3.08,16.17
2675,25.3,3.0,1.0,0.0,246.5,148.8,70.0,0.0,0.0,3.0,0.0,0.0,0.0,12.1,3.27,20.95
2676,32.93,3.0,0.0,1.0,246.1,193.7,91.0,1.0,0.0,2.0,0.0,0.0,33.0,14.6,3.94,20.92
2677,40.09,3.0,1.0,0.0,157.2,235.8,109.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.24,13.36
2678,36.4,3.0,1.0,0.0,164.4,214.1,72.0,0.0,0.0,2.0,0.0,0.0,0.0,8.2,2.21,13.97
2679,30.48,7.0,0.0,1.0,225.9,179.3,104.0,1.0,0.0,0.0,0.0,0.0,29.0,8.6,2.32,19.2
2680,34.58,4.0,1.0,0.0,190.9,203.4,100.0,0.0,0.0,0.0,0.0,1.0,0.0,8.9,2.4,16.23
2681,27.22,4.0,1.0,0.0,213.3,160.1,110.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.51,18.13
2682,42.81,7.0,1.0,0.0,205.7,251.8,72.0,0.0,0.0,2.0,0.0,1.0,0.0,9.8,2.65,17.48
2683,30.31,5.0,1.0,0.0,189.0,178.3,137.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,3.94,16.07
2684,22.95,9.0,0.0,0.0,183.6,135.0,99.0,0.0,1.0,1.0,0.0,0.0,0.0,12.5,3.38,15.61
2685,47.84,6.0,0.0,1.0,202.2,281.4,102.0,1.0,0.0,2.0,0.0,0.0,29.0,9.0,2.43,17.19
2686,25.26,1.0,1.0,0.0,131.1,148.6,91.0,1.0,0.0,1.0,0.0,0.0,32.0,10.1,2.73,11.14
2687,10.01,3.0,1.0,0.0,169.6,58.9,125.0,0.0,0.0,1.0,0.0,0.0,0.0,9.4,2.54,14.42
2688,40.77,5.0,0.0,0.0,214.8,239.8,125.0,0.0,1.0,2.0,0.0,0.0,0.0,8.7,2.35,18.26
2689,28.27,5.0,0.0,0.0,158.2,166.3,125.0,0.0,1.0,1.0,0.0,0.0,0.0,6.1,1.65,13.45
2690,24.94,3.0,0.0,0.0,203.5,146.7,91.0,0.0,1.0,1.0,0.0,0.0,0.0,13.7,3.7,17.3
2691,30.86,5.0,0.0,0.0,218.4,181.5,121.0,0.0,1.0,1.0,0.0,0.0,0.0,8.5,2.3,18.56
2692,17.48,7.0,1.0,0.0,206.7,102.8,119.0,0.0,0.0,1.0,0.0,0.0,0.0,10.1,2.73,17.57
2693,31.94,6.0,0.0,0.0,157.6,187.9,116.0,0.0,1.0,1.0,0.0,0.0,0.0,7.5,2.03,13.4
2694,31.21,2.0,0.0,1.0,256.7,183.6,117.0,0.0,0.0,1.0,0.0,0.0,0.0,10.2,2.75,21.82
2695,39.25,2.0,0.0,1.0,187.4,230.9,87.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,1.7,15.93
2696,30.96,5.0,0.0,0.0,169.7,182.1,91.0,1.0,1.0,2.0,0.0,0.0,27.0,10.6,2.86,14.42
2697,20.28,4.0,1.0,0.0,211.5,119.3,87.0,0.0,0.0,3.0,0.0,0.0,0.0,10.5,2.84,17.98
2698,19.86,2.0,1.0,0.0,178.9,116.8,87.0,0.0,0.0,1.0,0.0,0.0,0.0,14.1,3.81,15.21
2699,34.36,3.0,1.0,0.0,229.4,202.1,103.0,0.0,0.0,2.0,0.0,0.0,0.0,11.5,3.11,19.5
2700,46.17,3.0,1.0,0.0,229.4,271.6,71.0,0.0,0.0,2.0,0.0,0.0,0.0,10.9,2.94,19.5
2701,55.51,6.0,0.0,1.0,176.3,326.5,67.0,0.0,0.0,2.0,0.0,1.0,0.0,10.7,2.89,14.99
2702,41.45,8.0,1.0,0.0,83.9,243.8,98.0,0.0,0.0,2.0,0.0,0.0,0.0,13.7,3.7,7.13
2703,40.99,10.0,1.0,0.0,155.6,241.1,72.0,0.0,0.0,1.0,0.0,0.0,0.0,11.6,3.13,13.23
2704,23.14,2.0,1.0,0.0,272.9,136.1,112.0,0.0,0.0,1.0,0.0,0.0,0.0,4.4,1.19,23.2
2705,36.28,4.0,1.0,0.0,234.5,213.4,111.0,0.0,0.0,1.0,0.0,0.0,0.0,2.7,0.73,19.93
2706,33.42,3.0,1.0,0.0,313.2,196.6,84.0,1.0,0.0,0.0,0.0,0.0,22.0,11.9,3.21,26.62
2707,22.85,2.0,0.0,1.0,211.3,134.4,106.0,0.0,0.0,5.0,0.0,1.0,0.0,10.2,2.75,17.96
2708,14.21,9.0,0.0,1.0,120.9,83.6,148.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,2.89,10.28
2709,30.91,2.0,0.0,0.0,202.4,181.8,85.0,0.0,1.0,4.0,0.0,0.0,0.0,9.2,2.48,17.2
2710,26.18,4.0,0.0,1.0,278.0,154.0,114.0,1.0,0.0,2.0,0.0,0.0,23.0,11.8,3.19,23.63
2711,20.23,3.0,0.0,1.0,230.0,119.0,101.0,1.0,0.0,0.0,0.0,0.0,41.0,9.5,2.57,19.55
2712,28.2,8.0,0.0,0.0,216.5,165.9,126.0,1.0,1.0,4.0,0.0,0.0,32.0,14.1,3.81,18.4
2713,10.64,2.0,0.0,0.0,180.6,62.6,111.0,0.0,1.0,1.0,1.0,1.0,0.0,10.4,2.81,15.35
2714,28.61,1.0,0.0,1.0,221.2,168.3,110.0,0.0,0.0,1.0,0.0,0.0,0.0,12.5,3.38,18.8
2715,44.61,6.0,0.0,0.0,194.6,262.4,55.0,0.0,1.0,2.0,0.0,0.0,0.0,8.3,2.24,16.54
2716,16.05,4.0,0.0,1.0,136.2,94.4,104.0,1.0,0.0,0.0,0.0,0.0,48.0,4.5,1.22,11.58
2717,37.64,5.0,1.0,0.0,231.8,221.4,103.0,0.0,0.0,3.0,0.0,0.0,0.0,9.8,2.65,19.7
2718,32.27,2.0,0.0,0.0,123.4,189.8,96.0,1.0,1.0,2.0,0.0,1.0,48.0,6.5,1.76,10.49
2719,29.29,4.0,1.0,0.0,174.0,172.3,97.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,3.51,14.79
2720,33.73,6.0,1.0,0.0,210.9,198.4,93.0,0.0,0.0,2.0,0.0,0.0,0.0,10.4,2.81,17.93
2721,25.08,3.0,0.0,0.0,175.7,147.5,90.0,1.0,1.0,2.0,0.0,0.0,24.0,15.6,4.21,14.93
2722,51.66,3.0,0.0,1.0,260.9,303.9,95.0,0.0,0.0,1.0,0.0,1.0,0.0,5.3,1.43,22.18
2723,39.2,2.0,1.0,0.0,219.4,230.6,121.0,1.0,0.0,0.0,0.0,0.0,34.0,8.0,2.16,18.65
2724,29.36,5.0,1.0,0.0,120.1,172.7,93.0,1.0,0.0,5.0,0.0,1.0,37.0,10.3,2.78,10.21
2725,30.86,5.0,1.0,0.0,199.9,181.5,98.0,0.0,0.0,1.0,0.0,0.0,0.0,6.6,1.78,16.99
2726,45.32,2.0,1.0,0.0,264.8,266.6,106.0,0.0,0.0,1.0,0.0,1.0,0.0,5.9,1.59,22.51
2727,28.97,3.0,0.0,0.0,350.5,170.4,108.0,0.0,1.0,0.0,0.0,1.0,0.0,11.2,3.02,29.79
2728,50.39,3.0,0.0,0.0,214.8,296.4,99.0,0.0,1.0,4.0,0.0,1.0,0.0,11.4,3.08,18.26
2729,11.68,4.0,0.0,0.0,209.2,68.7,95.0,1.0,1.0,1.0,0.0,0.0,35.0,11.4,3.08,17.78
2730,39.75,3.0,0.0,1.0,266.5,233.8,104.0,0.0,0.0,2.0,0.0,0.0,0.0,7.6,2.05,22.65
2731,40.15,2.0,0.0,0.0,218.6,236.2,77.0,0.0,1.0,2.0,1.0,1.0,0.0,13.2,3.56,18.58
2732,41.58,4.0,0.0,0.0,188.8,244.6,89.0,0.0,1.0,1.0,1.0,0.0,0.0,11.3,3.05,16.05
2733,21.15,6.0,1.0,0.0,179.7,124.4,83.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,3.05,15.27
2734,39.1,3.0,0.0,0.0,103.2,230.0,87.0,0.0,1.0,2.0,0.0,0.0,0.0,11.3,3.05,8.77
2735,34.31,6.0,1.0,0.0,225.0,201.8,81.0,0.0,0.0,1.0,0.0,0.0,0.0,10.3,2.78,19.13
2736,36.38,5.0,1.0,0.0,180.0,214.0,113.0,1.0,0.0,0.0,0.0,0.0,21.0,10.6,2.86,15.3
2737,35.79,5.0,0.0,1.0,204.5,210.5,102.0,0.0,0.0,1.0,0.0,0.0,0.0,8.5,2.3,17.38
2738,17.95,3.0,1.0,0.0,258.2,105.6,129.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,2.35,21.95
2739,23.56,4.0,0.0,0.0,199.0,138.6,102.0,0.0,1.0,0.0,0.0,0.0,0.0,7.8,2.11,16.92
2740,39.85,2.0,1.0,0.0,279.3,234.4,103.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.54,23.74
2741,24.79,2.0,0.0,0.0,192.2,145.8,108.0,1.0,1.0,1.0,0.0,0.0,26.0,9.9,2.67,16.34
2742,16.52,6.0,1.0,0.0,186.2,97.2,80.0,0.0,0.0,2.0,0.0,0.0,0.0,10.4,2.81,15.83
2743,44.17,1.0,1.0,0.0,242.3,259.8,85.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,1.46,20.6
2744,40.78,2.0,0.0,0.0,174.8,239.9,84.0,0.0,1.0,0.0,0.0,0.0,0.0,9.8,2.65,14.86
2745,37.67,3.0,1.0,0.0,130.2,221.6,110.0,1.0,0.0,1.0,0.0,0.0,16.0,11.3,3.05,11.07
2746,32.79,4.0,0.0,1.0,185.5,192.9,131.0,0.0,0.0,1.0,1.0,0.0,0.0,10.9,2.94,15.77
2747,29.44,5.0,0.0,0.0,196.8,173.2,91.0,0.0,1.0,3.0,0.0,0.0,0.0,11.2,3.02,16.73
2748,26.1,2.0,1.0,0.0,197.6,153.5,99.0,0.0,0.0,2.0,0.0,0.0,0.0,6.3,1.7,16.8
2749,10.12,6.0,0.0,1.0,257.2,59.5,103.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,3.0,21.86
2750,44.93,3.0,0.0,1.0,202.8,264.3,79.0,1.0,0.0,4.0,0.0,0.0,21.0,6.3,1.7,17.24
2751,21.74,5.0,0.0,0.0,271.2,127.9,107.0,0.0,1.0,0.0,0.0,0.0,0.0,12.5,3.38,23.05
2752,25.33,3.0,0.0,1.0,245.3,149.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,2.24,20.85
2753,33.81,9.0,1.0,0.0,274.0,198.9,77.0,1.0,0.0,1.0,0.0,0.0,20.0,14.3,3.86,23.29
2754,16.69,2.0,1.0,0.0,180.5,98.2,88.0,0.0,0.0,2.0,0.0,0.0,0.0,9.3,2.51,15.34
2755,25.14,9.0,0.0,0.0,228.4,147.9,109.0,0.0,1.0,3.0,0.0,0.0,0.0,9.6,2.59,19.41
2756,18.09,5.0,1.0,0.0,108.1,106.4,109.0,1.0,0.0,1.0,0.0,0.0,18.0,10.1,2.73,9.19
2757,12.05,5.0,1.0,0.0,166.7,70.9,163.0,1.0,0.0,3.0,0.0,0.0,32.0,11.1,3.0,14.17
2758,36.48,12.0,1.0,0.0,235.1,214.6,101.0,1.0,0.0,0.0,0.0,0.0,20.0,14.8,4.0,19.98
2759,25.69,3.0,0.0,0.0,187.4,151.1,123.0,0.0,1.0,1.0,0.0,0.0,0.0,5.3,1.43,15.93
2760,39.75,3.0,0.0,1.0,221.6,233.8,103.0,0.0,0.0,0.0,1.0,0.0,0.0,12.8,3.46,18.84
2761,35.51,7.0,1.0,0.0,252.4,208.9,119.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,3.46,21.45
2762,32.62,6.0,1.0,0.0,256.1,191.9,91.0,0.0,0.0,1.0,1.0,1.0,0.0,14.3,3.86,21.77
2763,20.33,2.0,1.0,0.0,278.7,119.6,104.0,1.0,0.0,2.0,0.0,0.0,33.0,5.9,1.59,23.69
2764,35.92,4.0,0.0,0.0,105.6,211.3,61.0,0.0,1.0,4.0,1.0,1.0,0.0,9.7,2.62,8.98
2765,19.43,7.0,1.0,0.0,190.3,114.3,102.0,1.0,0.0,3.0,0.0,0.0,23.0,12.6,3.4,16.18
2766,26.18,2.0,1.0,0.0,329.8,154.0,122.0,0.0,0.0,3.0,0.0,1.0,0.0,5.6,1.51,28.03
2767,36.5,4.0,0.0,0.0,158.6,214.7,68.0,0.0,1.0,2.0,0.0,0.0,0.0,9.4,2.54,13.48
2768,39.32,6.0,0.0,1.0,171.7,231.3,105.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,3.51,14.59
2769,6.95,7.0,1.0,0.0,133.4,40.9,126.0,1.0,0.0,0.0,0.0,0.0,22.0,11.9,3.21,11.34
2770,52.77,10.0,0.0,1.0,66.5,310.4,97.0,0.0,0.0,4.0,0.0,0.0,0.0,9.2,2.48,5.65
2771,36.82,8.0,1.0,0.0,190.8,216.6,126.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,3.35,16.22
2772,35.68,1.0,1.0,0.0,158.0,209.9,77.0,1.0,0.0,0.0,0.0,0.0,29.0,6.6,1.78,13.43
2773,39.87,6.0,1.0,0.0,216.5,234.5,109.0,0.0,0.0,3.0,0.0,0.0,0.0,3.5,0.95,18.4
2774,17.53,8.0,0.0,1.0,243.0,103.1,90.0,1.0,0.0,3.0,0.0,0.0,31.0,12.2,3.29,20.66
2775,47.57,10.0,0.0,1.0,248.7,279.8,90.0,0.0,0.0,2.0,1.0,1.0,0.0,8.4,2.27,21.14
2776,23.26,9.0,0.0,1.0,200.8,136.8,91.0,1.0,0.0,5.0,1.0,1.0,41.0,10.3,2.78,17.07
2777,38.17,2.0,1.0,0.0,200.7,224.5,111.0,0.0,0.0,2.0,0.0,0.0,0.0,11.5,3.11,17.06
2778,27.3,1.0,1.0,0.0,237.0,160.6,103.0,0.0,0.0,1.0,0.0,0.0,0.0,10.7,2.89,20.15
2779,20.66,5.0,0.0,1.0,271.4,121.5,97.0,1.0,0.0,2.0,0.0,0.0,37.0,11.3,3.05,23.07
2780,38.78,5.0,0.0,1.0,276.5,228.1,121.0,0.0,0.0,2.0,0.0,1.0,0.0,9.9,2.67,23.5
2781,15.25,11.0,0.0,0.0,260.1,89.7,118.0,0.0,1.0,5.0,0.0,1.0,0.0,13.5,3.65,22.11
2782,13.63,2.0,0.0,0.0,219.0,80.2,81.0,1.0,1.0,1.0,0.0,0.0,14.0,8.6,2.32,18.62
2783,21.37,2.0,0.0,0.0,207.6,125.7,96.0,0.0,1.0,1.0,0.0,0.0,0.0,12.9,3.48,17.65
2784,27.27,5.0,0.0,0.0,102.6,160.4,68.0,0.0,1.0,2.0,0.0,0.0,0.0,9.1,2.46,8.72
2785,28.88,7.0,1.0,0.0,225.2,169.9,144.0,0.0,0.0,1.0,0.0,0.0,0.0,11.4,3.08,19.14
2786,24.19,8.0,1.0,0.0,118.7,142.3,107.0,1.0,0.0,1.0,0.0,0.0,29.0,6.6,1.78,10.09
2787,24.85,3.0,1.0,0.0,261.5,146.2,55.0,0.0,0.0,3.0,0.0,0.0,0.0,8.7,2.35,22.23
2788,39.41,7.0,0.0,1.0,150.6,231.8,120.0,0.0,0.0,3.0,0.0,0.0,0.0,11.6,3.13,12.8
2789,37.52,6.0,1.0,0.0,217.7,220.7,82.0,1.0,0.0,1.0,1.0,1.0,29.0,13.2,3.56,18.5
2790,21.79,7.0,0.0,0.0,274.5,128.2,138.0,1.0,1.0,2.0,1.0,0.0,35.0,8.8,2.38,23.33
2791,22.13,6.0,0.0,1.0,290.9,130.2,119.0,0.0,0.0,3.0,0.0,0.0,0.0,14.0,3.78,24.73
2792,35.63,3.0,0.0,0.0,146.9,209.6,68.0,1.0,1.0,2.0,0.0,0.0,33.0,10.6,2.86,12.49
2793,36.67,1.0,1.0,0.0,146.3,215.7,140.0,0.0,0.0,3.0,0.0,0.0,0.0,7.1,1.92,12.44
2794,25.62,15.0,0.0,0.0,197.3,150.7,105.0,0.0,1.0,1.0,0.0,0.0,0.0,9.2,2.48,16.77
2795,27.46,4.0,1.0,0.0,173.5,161.5,92.0,0.0,0.0,2.0,0.0,0.0,0.0,7.9,2.13,14.75
2796,40.05,9.0,0.0,0.0,227.9,235.6,74.0,1.0,1.0,0.0,0.0,0.0,28.0,15.4,4.16,19.37
2797,35.17,1.0,1.0,0.0,127.8,206.9,143.0,1.0,0.0,3.0,0.0,0.0,39.0,9.2,2.48,10.86
2798,26.79,10.0,0.0,1.0,194.1,157.6,85.0,0.0,0.0,5.0,0.0,1.0,0.0,9.4,2.54,16.5
2799,29.85,4.0,1.0,0.0,161.8,175.6,147.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,2.51,13.75
2800,45.0,9.0,0.0,0.0,305.0,264.7,69.0,0.0,1.0,1.0,0.0,1.0,0.0,9.5,2.57,25.93
2801,47.99,4.0,0.0,0.0,152.0,282.3,70.0,1.0,1.0,1.0,0.0,0.0,31.0,12.0,3.24,12.92
2802,32.95,3.0,0.0,1.0,118.9,193.8,102.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,2.48,10.11
2803,45.34,4.0,0.0,0.0,232.3,266.7,109.0,1.0,1.0,1.0,0.0,0.0,26.0,16.3,4.4,19.75
2804,20.08,6.0,1.0,0.0,221.5,118.1,117.0,1.0,0.0,2.0,0.0,0.0,36.0,11.9,3.21,18.83
2805,30.06,15.0,1.0,0.0,224.7,176.8,90.0,0.0,0.0,1.0,0.0,0.0,0.0,7.5,2.03,19.1
2806,41.12,3.0,1.0,0.0,129.4,241.9,101.0,0.0,0.0,1.0,0.0,0.0,0.0,5.9,1.59,11.0
2807,32.22,2.0,0.0,1.0,189.8,189.5,90.0,0.0,0.0,1.0,0.0,0.0,0.0,13.1,3.54,16.13
2808,20.93,5.0,1.0,0.0,158.4,123.1,100.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,2.51,13.46
2809,27.05,1.0,0.0,0.0,241.6,159.1,94.0,0.0,1.0,1.0,0.0,0.0,0.0,6.5,1.76,20.54
2810,17.02,8.0,0.0,0.0,233.3,100.1,90.0,0.0,1.0,3.0,0.0,0.0,0.0,11.1,3.0,19.83
